"mean","lower","mid","upper","ESS","Rhat","var","ivar","converged","ess.thres"
81.3251312329671,74.8433516092233,79.6995120161401,96.9774400896586,6605.6675253128,0.999856959762659,"rmse",1,TRUE,300
-1829.51502818849,-1841.05784218351,-1829.16964188236,-1819.91260076166,6748.55995981192,0.999909959121813,"log_lik_sum",1,TRUE,300
