"mean","lower","upper","ESS","Rhat","var","ivar","converged","ess.thres"
13.4884417973416,11.6842470489753,16.0638328638685,6859.90167236184,1.00030799487991,"rmse",1,TRUE,300
-1488.37966311289,-1505.09736756898,-1473.69056307287,6692.26924110747,0.999875510887574,"log_lik_sum",1,TRUE,300
