"t","ag"
7,1
29,1
30,1
30,2
30,4
30,5
30,6
31,14
31,15
31,16
31,17
33,1
33,2
33,4
34,1
34,2
34,4
34,5
35,1
35,2
35,4
35,5
35,6
35,7
35,9
36,1
36,2
36,4
36,5
37,1
37,2
37,11
37,14
