"t","ag"
1,1
30,2
31,11
31,14
32,2
32,6
32,9
33,1
33,2
33,4
33,5
33,12
33,14
33,15
34,2
34,16
35,2
35,4
35,5
35,6
36,1
36,2
36,4
37,1
37,2
