"mean","lower","mid","upper","ESS","Rhat","var","ivar","converged","ess.thres","nwarm"
1.66402330217075,1.15113957069602,1.64979057485798,2.27816962970054,6683.54607956275,1.00001929347611,"omega",1,TRUE,300,3000
0.28314364204066,0.228371969727649,0.281936974403618,0.345716291414012,6926.12926345956,0.999906685518925,"theta",1,TRUE,300,3000
0.0759284661197812,0.066901981414898,0.0758771722528709,0.0853784897213805,6775.18075040509,0.999875440013439,"lambda",1,TRUE,300,3000
0.087001703054993,0.0238751329935971,0.0850322115974095,0.161590228806617,6255.02920907616,0.999958014706574,"lambda",2,TRUE,300,3000
0.0534026886430673,0.011760720019767,0.0494212481613091,0.11753509362197,7075.51652000172,0.999893438497724,"lambda",3,TRUE,300,3000
0.0580290868747567,0.0178603350765262,0.0535892471224233,0.125032116110745,7216.24000624734,0.999673222005292,"lambda",4,TRUE,300,3000
0.0381992254669561,0.00815706680977536,0.0299686546562619,0.118086663154063,7048.56388510176,0.999881875280291,"lambda",5,TRUE,300,3000
0.0382030205055141,0.00738371992714881,0.0335853432963476,0.0964343637024191,7070.13489184303,0.999729650195449,"lambda",6,TRUE,300,3000
0.0196187515162356,0.00272494959205886,0.0141420111503509,0.0678760235601661,6488.43632298487,1.00036844593067,"lambda",7,TRUE,300,3000
0.0632891807004993,0.0148684094805926,0.0577792295740767,0.143468447554852,6941.38113695838,1.00027810851927,"lambda",8,TRUE,300,3000
0.0291280155319985,0.00670659383463551,0.0259562667839688,0.0706487599337693,6652.08715795994,0.999749182186186,"lambda",9,TRUE,300,3000
0.0200236938113275,0.0123975882697431,0.0194014321408069,0.0308567785677682,7240.32119709831,1.00016086323495,"lambda",10,TRUE,300,3000
0.00900845730126474,0.00595125418400448,0.00865644354765177,0.0140109308688298,6949.36909385057,1.00012920506082,"lambda",11,TRUE,300,3000
0.00581159774473472,0.00330393765218047,0.0056598671474702,0.00915999930978557,6636.039055074,1.00031852775345,"lambda",12,TRUE,300,3000
0.00588491079996473,0.00420516333137164,0.00568924817396729,0.00866756100739403,6972.27050128218,0.999778757621558,"lambda",13,TRUE,300,3000
0.00338393186386604,0.00230783729622809,0.00331323879165562,0.00486946689969902,6884.45480622286,1.00045723061048,"lambda",14,TRUE,300,3000
0.002189572950655,0.00161876841967879,0.00213756070200398,0.00307353474589315,6520.99331748478,1.00002829823575,"lambda",15,TRUE,300,3000
0.00262360240324591,0.00193359572821022,0.00257169525232599,0.0036342217972981,6707.96408789875,1.00008203950243,"lambda",16,TRUE,300,3000
0.0241046937071465,0.00831657078419292,0.01765682067358,0.0723537343440925,6393.51188074579,1.00018603780709,"binnedPhiT",1,TRUE,300,3000
0.12783371752577,0.0347207880661234,0.0938818187328124,0.452731276654407,6877.35925129491,1.00020752883271,"binnedPhiT",2,TRUE,300,3000
0.0773163773726919,0.0239464426992288,0.0629193829301927,0.212447080555148,6887.2765388554,1.0001235889978,"binnedPhiT",3,TRUE,300,3000
0.291430133620698,0.0500638565767997,0.223372779507728,0.873198575032824,7047.66138353213,0.999642576657357,"binnedPhiT",4,TRUE,300,3000
0.142624274925372,0.0320509278530291,0.103026864521028,0.519552591908462,6329.67485858797,0.999785093947554,"binnedPhiT",5,TRUE,300,3000
0.240018956788123,0.0298424822221443,0.159962511177192,0.859412789051464,6727.90552598569,1.00015278067065,"binnedPhiT",6,TRUE,300,3000
0.0608481749136791,0.0163482766598511,0.0450812933964417,0.198821513476168,6059.89999818093,1.00019414011342,"binnedPhiT",7,TRUE,300,3000
0.103749115059127,0.0260691493934432,0.0792475916348437,0.340104657131744,6045.76521612176,0.999812953757687,"binnedPhiT",8,TRUE,300,3000
0.22413357541893,0.122134724650378,0.215778234944226,0.374433900778019,7312.5593535079,1.00021906976739,"binnedPhiT",9,TRUE,300,3000
0.182216277095664,0.10007994031955,0.177417689591523,0.291216787293601,6439.87905044174,1.00003330352541,"binnedPhiT",10,TRUE,300,3000
0.659266408634035,0.346513243411937,0.653343043305845,0.971119508998156,7312.51440770246,0.999950554774284,"binnedPhiT",11,TRUE,300,3000
0.308393887161987,0.161808779953023,0.293107290817802,0.540758154282153,6809.59440670819,0.999915434835787,"binnedPhiT",12,TRUE,300,3000
0.20796054300103,0.119140189358275,0.202676441268823,0.332093444838644,6791.67920735342,1.00007321333498,"binnedPhiT",13,TRUE,300,3000
0.774796674938644,0.455709924649702,0.793620031046946,0.990374302950187,6911.6428563687,0.999939278069438,"binnedPhiT",14,TRUE,300,3000
0.561365492905071,0.339699929724534,0.551807737224783,0.84491253467032,6862.16501809192,1.00085330254473,"binnedPhiT",15,TRUE,300,3000
0.871911695296299,0.607095228292164,0.897133664203389,0.995920095467902,6612.21986620831,1.00077067716796,"binnedPhiT",16,TRUE,300,3000
0.0279673279355582,0.0174180987020316,0.0275747094949989,0.0405165830644135,6800.34997413668,0.999873880214314,"binnedQe",1,TRUE,300,3000
0.932642244476741,0.778068616326117,0.949076856028357,0.998089675922774,7288.48103090458,0.999776215135007,"binnedQe",2,TRUE,300,3000
0.011897474630632,0.000311004609438354,0.00833778350793474,0.0446297760966522,6904.82814552958,0.999674121098336,"binnedQe",3,TRUE,300,3000
0.127465497181759,0.0886775088846276,0.126179306982449,0.172458156167512,6988.51663091167,0.99978271295236,"binnedQe",4,TRUE,300,3000
