"mean","lower","upper","ESS","Rhat","var","ivar","converged","ess.thres"
29.7051563714746,23.4648861522773,37.6957195818685,7125.01884976931,0.999691913896251,"rmse",1,TRUE,300
-1449.26479464673,-1465.55362954742,-1435.12684708419,6554.7246968522,0.999974854514772,"log_lik_sum",1,TRUE,300
