"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,5,5,10,9,8,41,4,9,14,10,3,4,1,17,3,11,16,1,1,10,5,2,3,2,0,3,9,0,4,0,3,7,2,2,1,0
-1,-1,-1,-1,12,11,44,5,12,7,5,6,3,4,16,5,7,10,2,0,18,10,3,4,3,0,4,2,0,7,1,3,4,0,0,0,0
15,19,29,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,23,9,75,9,18,26,7,1,3,6,37,7,18,17,3,1,21,21,6,4,2,2,6,2,4,3,2,3,7,0,1,5,1
-1,-1,-1,-1,43,17,91,11,40,34,7,10,2,3,57,16,20,36,1,5,37,24,9,8,8,3,6,4,4,11,2,8,2,1,1,6,4
-1,-1,-1,-1,46,18,118,5,48,37,8,10,4,11,63,13,17,42,4,6,52,46,8,10,8,5,12,6,6,7,3,7,12,2,2,5,1
-1,-1,-1,-1,54,19,101,9,39,36,12,26,9,9,65,15,25,43,5,5,59,42,15,11,13,5,11,15,5,21,4,4,14,2,7,4,2
10,27,87,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,49,28,164,15,46,36,12,16,7,16,73,14,25,69,3,7,79,61,20,10,9,4,22,13,5,21,5,8,18,4,12,5,2
-1,-1,-1,-1,169,67,446,16,136,140,63,49,34,39,261,37,91,212,12,14,250,223,72,42,33,47,59,54,30,78,25,26,49,11,39,10,6
14,22,47,75,184,64,507,18,123,153,75,73,42,64,384,49,122,273,20,16,448,365,109,89,84,59,90,143,43,177,75,87,96,43,62,31,15
1,3,1,8,35,15,111,6,27,56,21,23,10,11,130,13,46,171,21,14,372,347,94,99,115,62,131,186,78,333,110,169,170,109,150,28,21
1,0,2,5,6,0,27,1,3,12,7,10,2,1,34,3,12,57,1,7,151,117,42,34,61,20,49,63,33,202,74,88,130,93,133,37,18
0,0,0,1,1,1,7,1,0,5,3,1,0,0,9,1,2,18,4,3,62,67,15,14,31,13,20,27,15,114,29,44,67,68,92,20,9
0,0,1,1,0,1,1,1,0,0,0,0,0,0,3,0,0,4,0,0,24,16,3,5,24,6,8,14,12,57,12,19,46,33,51,8,4
0,0,0,0,1,1,2,2,0,1,0,0,1,1,1,0,0,3,0,0,7,9,2,1,6,2,0,7,1,29,8,6,19,20,36,4,2
0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,2,0,0,3,4,1,2,3,2,1,0,0,8,1,7,4,9,11,4,1
