"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
38,4,0,65,59,11,49,14,28,14,10,5,20,4,9,9,27,35,5,6,8,16,3,2,1,3,6,1,3,0,2,6,7,0,4,2,2
-1,-1,-1,-1,61,16,76,28,67,22,9,7,18,9,14,20,56,44,22,1,14,44,4,1,0,5,3,1,3,2,1,6,5,2,2,1,1
464,258,74,1165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,102,44,159,49,192,75,43,30,58,14,35,36,90,118,22,8,47,93,15,4,6,5,2,5,3,7,4,4,16,6,11,3,2
-1,-1,-1,-1,209,61,331,73,304,106,59,61,117,24,58,75,156,196,46,23,76,144,23,8,7,10,13,9,2,4,15,16,27,3,16,4,2
-1,-1,-1,-1,250,71,378,100,417,134,84,63,170,38,72,106,221,229,48,15,137,218,22,13,11,14,18,7,11,8,14,18,15,4,13,8,1
-1,-1,-1,-1,330,105,521,109,499,157,115,149,226,48,86,121,265,364,58,26,177,272,35,18,18,34,21,11,7,16,18,15,21,7,10,5,5
1338,533,171,2727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,428,91,580,163,624,216,136,135,312,78,89,120,313,407,67,24,169,329,35,36,22,38,18,13,20,23,22,28,30,6,28,9,4
-1,-1,-1,-1,1135,286,1516,337,1670,567,425,358,878,179,290,406,999,1098,170,48,561,1125,179,109,110,144,100,67,77,51,81,86,130,14,98,24,13
656,226,49,1207,854,209,1210,243,1145,458,250,260,654,154,238,303,845,1061,151,44,588,1443,256,168,164,287,213,165,219,156,236,222,332,28,240,58,44
47,13,2,91,91,27,102,12,105,39,21,13,49,12,18,20,103,136,20,4,136,532,104,43,88,178,131,99,151,156,209,258,542,56,363,109,71
3,0,2,2,1,0,6,3,3,1,1,1,0,4,3,2,9,13,0,1,17,68,12,16,15,27,24,15,24,32,69,71,149,15,184,49,22
0,2,0,1,4,2,2,0,2,1,0,0,0,1,1,5,1,2,0,0,3,26,5,1,5,9,5,3,10,9,16,30,67,10,92,22,14
1,0,1,3,3,2,1,0,3,0,0,0,0,2,3,3,2,3,0,0,2,6,5,0,2,4,6,5,7,7,11,14,34,5,40,17,4
1,0,1,2,1,0,2,0,0,0,0,0,3,4,4,3,4,3,0,0,0,0,0,0,0,0,2,1,3,0,7,8,19,5,30,8,8
0,0,0,2,1,1,0,0,1,0,0,1,9,6,5,0,1,2,0,0,0,4,0,0,0,1,0,1,0,3,3,5,12,0,12,6,2
