"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
9,2,5,4,8,3,35,5,10,12,16,11,24,41,27,21,21,14,9,4,12,9,2,1,1,7,3,6,3,16,0,1,2,0,6,1,4
-1,-1,-1,-1,7,0,64,1,17,20,22,12,38,70,42,34,20,15,3,2,30,6,1,0,2,4,5,7,5,12,1,2,3,4,3,3,2
45,45,83,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,21,4,107,6,20,29,31,16,55,121,72,38,39,32,18,1,44,16,1,1,3,7,3,12,6,13,4,4,2,5,10,2,5
-1,-1,-1,-1,25,5,120,5,37,59,33,28,98,124,84,58,51,28,31,6,59,23,4,2,5,11,4,14,5,15,2,7,9,3,9,3,2
-1,-1,-1,-1,25,8,197,10,48,72,77,15,101,168,108,76,52,52,28,4,104,24,7,3,7,9,3,17,5,26,1,9,13,3,12,2,9
-1,-1,-1,-1,51,13,179,8,36,98,64,34,109,139,94,71,54,60,22,7,111,26,7,5,8,14,8,12,10,21,7,5,12,5,7,6,6
62,76,179,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,55,11,230,9,58,70,62,41,137,171,111,57,45,54,34,6,94,33,8,3,9,14,6,15,11,21,12,6,6,2,15,4,7
-1,-1,-1,-1,100,29,561,26,124,208,207,96,304,475,333,192,152,157,94,18,390,114,26,28,47,51,43,62,41,95,38,29,41,10,56,18,23
27,24,71,80,86,25,608,15,108,196,194,73,338,522,314,248,162,217,111,17,518,210,52,50,90,93,58,140,103,224,78,49,100,31,135,58,59
5,2,16,11,23,8,279,11,32,45,76,29,150,142,120,86,40,75,60,6,215,172,30,28,81,93,59,160,105,300,110,75,127,55,213,77,110
4,1,2,2,2,1,118,8,12,21,32,14,61,68,56,32,7,32,16,1,72,64,20,11,26,26,25,52,37,168,37,39,59,18,136,56,76
1,0,0,0,2,0,42,0,3,7,13,1,19,18,18,12,4,22,11,1,34,25,9,3,13,18,15,23,11,76,13,17,24,14,73,35,42
1,0,0,0,0,0,14,1,0,2,6,1,3,7,8,4,3,10,1,0,11,12,7,3,10,12,6,13,12,49,11,9,14,7,45,19,26
0,0,0,0,0,0,8,0,0,0,1,1,0,2,5,2,1,2,5,0,3,5,4,0,4,2,8,5,6,34,6,5,10,2,34,13,14
0,0,0,0,0,0,4,0,1,0,2,0,3,5,2,2,1,2,1,0,3,3,0,0,2,3,0,4,1,2,1,2,4,3,10,5,8
