"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
6,3,4,19,12,4,33,10,8,17,10,6,11,8,15,8,34,40,3,0,10,17,4,0,2,0,2,1,0,2,11,7,9,4,3,0,1
-1,-1,-1,-1,19,6,35,14,25,28,13,10,18,7,23,12,23,30,3,2,15,8,1,0,2,6,1,0,3,8,8,7,6,2,8,3,1
89,67,29,576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,45,11,99,31,45,67,21,24,46,16,50,38,63,63,7,3,26,39,3,1,7,3,2,5,6,5,3,9,13,2,11,4,3
-1,-1,-1,-1,77,11,157,64,88,109,58,55,94,43,88,56,94,98,16,1,54,65,16,8,4,3,7,3,3,8,11,9,8,1,12,3,2
-1,-1,-1,-1,75,16,189,58,107,144,76,40,151,52,134,77,148,159,19,2,87,105,12,10,10,8,10,12,3,11,12,10,11,4,11,9,5
-1,-1,-1,-1,128,31,255,76,150,213,89,91,242,72,122,89,208,178,25,6,105,136,15,8,10,3,6,8,8,14,21,24,12,7,36,8,2
221,92,29,1657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,127,39,306,115,197,226,111,109,317,73,118,87,213,243,24,11,104,159,17,19,9,13,14,9,9,15,26,26,17,13,26,6,1
-1,-1,-1,-1,383,98,877,337,547,721,317,324,1026,283,428,323,718,730,65,16,446,596,114,71,67,39,52,44,28,78,69,100,106,36,121,31,20
95,43,12,860,338,70,737,266,415,524,245,376,862,245,423,281,731,830,73,14,582,1006,202,147,107,117,124,134,83,198,174,210,219,75,300,41,28
11,0,2,48,39,6,86,26,42,81,18,34,90,15,46,29,86,121,9,4,150,338,62,39,48,49,70,106,28,123,120,162,239,72,386,52,26
3,0,0,7,1,0,8,1,6,8,0,5,14,2,4,3,14,6,1,1,23,43,6,5,8,10,17,9,6,25,33,28,61,32,158,20,13
3,0,0,2,1,0,1,1,2,2,0,3,2,1,0,0,4,1,0,0,6,12,5,6,3,7,5,2,12,15,12,26,28,15,79,8,7
3,0,0,0,0,0,1,1,0,4,0,1,1,0,0,0,2,1,0,0,1,2,2,0,0,1,2,0,3,6,8,8,16,7,54,12,5
0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,1,0,0,1,2,0,0,0,1,0,1,0,1,6,3,6,6,25,9,6
0,0,0,1,1,0,0,0,0,3,2,1,0,1,0,0,0,2,0,0,1,3,0,1,0,0,0,2,0,3,5,0,5,1,17,5,3
