"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
14,8,9,20,35,9,59,18,15,25,12,3,19,7,4,5,19,21,7,3,34,15,5,1,1,4,5,6,1,0,3,5,3,2,1,0,1
-1,-1,-1,-1,22,11,66,19,13,13,12,2,12,11,7,6,16,25,19,1,34,19,6,2,2,3,3,3,3,1,2,3,2,0,0,0,0
55,16,50,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,35,11,122,15,29,24,21,8,28,20,23,19,37,44,19,8,56,36,9,3,3,4,6,5,2,1,11,3,2,0,1,0,0
-1,-1,-1,-1,33,19,157,12,46,51,25,17,52,27,17,24,49,56,24,8,98,43,13,4,2,3,7,4,1,5,12,5,6,3,2,0,0
-1,-1,-1,-1,41,25,178,11,80,79,31,10,78,48,46,30,53,79,35,7,125,54,17,12,2,2,8,14,3,4,13,4,4,5,2,1,1
-1,-1,-1,-1,52,17,183,17,40,94,58,35,107,43,50,42,75,68,51,19,166,64,18,6,9,5,5,16,7,5,15,13,3,1,3,0,0
108,25,75,389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,44,25,251,20,71,122,79,20,151,55,39,38,123,87,42,16,188,72,28,15,12,11,5,10,4,7,19,6,5,6,4,0,3
-1,-1,-1,-1,182,77,712,31,222,364,242,84,512,284,129,140,289,301,141,42,679,236,108,52,59,46,51,75,16,24,74,47,40,20,9,5,10
60,10,31,173,127,43,618,18,184,341,186,103,518,285,175,155,305,296,189,88,1018,377,205,111,95,126,133,190,47,84,221,115,92,50,37,7,20
2,1,3,22,17,6,108,4,27,46,27,7,81,50,18,18,53,70,79,24,486,206,113,94,85,135,131,240,55,104,263,206,189,83,84,19,35
3,0,0,5,3,1,17,1,6,8,4,2,19,10,6,2,10,11,11,6,97,74,31,22,30,35,31,70,24,25,111,74,68,21,31,10,28
0,0,0,1,0,0,5,0,2,0,0,0,9,2,1,1,2,3,3,2,43,20,16,7,20,13,15,24,12,12,58,42,26,14,18,6,9
0,0,0,1,2,0,1,1,0,1,0,0,0,1,1,0,1,0,3,0,16,11,2,7,2,4,7,11,4,8,20,18,15,9,6,2,7
0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,1,2,4,0,0,2,0,2,3,4,2,9,13,5,5,5,2,1
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,4,1,1,1,3,1,4,1,7,11,5,0,3,1,1
