"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
6,15,27,15,28,26,58,9,62,48,5,20,5,6,35,10,64,37,7,5,75,22,12,0,0,0,1,24,7,15,13,19,21,4,10,2,5
-1,-1,-1,-1,50,31,72,17,57,33,13,10,8,9,36,5,39,31,4,8,60,24,9,2,2,0,1,19,7,8,4,6,27,13,7,5,4
35,119,355,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,89,28,138,22,74,61,13,25,21,17,50,15,75,43,7,18,101,27,12,0,3,0,1,27,8,13,9,17,12,8,6,2,6
-1,-1,-1,-1,146,40,194,26,124,93,19,39,20,22,77,25,100,75,13,22,175,55,22,4,0,3,3,29,16,20,19,23,22,2,9,5,0
-1,-1,-1,-1,170,54,243,33,175,86,14,71,27,28,105,30,122,75,14,24,210,53,24,8,5,4,3,30,11,25,21,15,25,8,22,2,4
-1,-1,-1,-1,161,52,283,39,197,86,25,65,39,36,133,42,166,85,16,37,229,60,20,4,0,1,3,45,18,21,26,21,31,12,18,5,3
41,169,581,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,175,47,296,26,201,85,19,56,37,42,125,39,168,107,14,41,278,60,34,6,4,3,7,50,34,64,33,39,35,8,30,3,4
-1,-1,-1,-1,489,147,830,94,562,356,63,225,109,133,373,118,520,346,71,136,886,239,140,20,18,6,10,158,78,140,104,114,123,27,76,15,18
22,91,382,106,516,126,802,106,502,365,74,257,181,190,415,146,644,420,94,161,1293,460,238,40,25,14,30,408,224,275,227,231,216,44,208,42,28
2,10,52,17,69,27,199,17,129,105,20,66,40,30,129,45,305,241,60,103,1037,419,235,48,35,25,46,586,416,406,387,410,492,114,432,107,71
2,0,2,6,3,2,40,10,26,17,4,8,13,10,38,6,75,71,18,27,394,181,116,28,19,12,28,313,226,251,184,167,270,64,243,69,44
0,0,3,0,5,1,2,1,5,2,0,5,0,4,9,2,12,18,7,11,125,75,40,20,6,2,11,115,92,94,94,90,108,35,139,41,23
0,2,0,0,0,0,2,0,1,0,0,0,1,1,2,2,6,5,0,2,43,25,13,4,5,3,5,33,44,47,36,35,53,22,68,25,11
0,0,3,0,0,0,4,0,2,1,0,0,1,0,3,0,2,9,2,1,10,18,13,4,1,0,1,16,18,21,20,28,23,10,32,12,8
0,0,1,2,0,0,2,0,0,2,0,0,0,3,4,1,4,5,0,0,9,10,2,4,1,2,0,11,9,16,11,16,9,11,11,5,6
