"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
10,14,12,28,18,5,23,3,14,24,12,5,21,5,8,4,24,3,3,2,19,1,4,2,0,0,1,2,2,1,5,3,2,0,1,1,0
-1,-1,-1,-1,21,10,38,1,7,20,6,3,28,8,3,4,10,8,3,2,30,9,4,1,0,0,0,2,3,2,1,0,3,0,0,1,0
69,200,101,335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,28,7,50,9,19,38,15,14,63,23,15,4,17,18,11,1,60,14,3,4,2,0,3,8,3,0,3,0,2,1,0,1,2
-1,-1,-1,-1,40,13,90,13,44,61,14,13,89,33,24,10,28,22,16,2,85,23,8,5,3,1,4,12,4,2,3,3,0,2,2,1,0
-1,-1,-1,-1,58,19,117,14,46,107,21,20,112,46,24,27,45,41,24,7,110,33,12,9,10,3,0,10,9,6,10,5,1,0,5,4,1
-1,-1,-1,-1,73,6,158,10,73,134,34,34,141,78,31,21,51,41,32,7,155,52,18,6,5,7,6,17,9,7,8,7,3,0,3,2,0
202,343,148,735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,76,17,194,13,81,170,41,33,181,76,31,20,68,58,33,8,146,52,12,12,5,7,11,16,6,7,20,18,4,0,5,1,4
-1,-1,-1,-1,209,52,598,44,231,523,113,137,704,282,108,74,306,241,118,29,678,219,91,70,32,38,33,94,38,30,64,36,22,5,26,8,10
121,138,43,375,219,39,624,47,252,539,126,155,967,385,121,88,337,369,180,48,1188,454,261,106,91,94,122,298,90,64,173,117,85,11,69,21,33
23,15,2,58,36,4,146,9,57,139,29,39,184,93,19,20,129,142,56,13,833,272,179,119,99,105,117,333,118,125,232,166,151,12,128,47,71
1,2,0,4,9,3,28,3,18,35,13,7,43,46,4,2,34,37,10,4,205,66,38,22,25,48,45,82,36,43,83,71,76,7,76,28,45
0,0,0,0,2,0,4,0,9,5,2,1,13,14,2,0,21,12,4,4,90,40,21,12,6,20,18,41,30,24,47,21,30,6,42,22,25
0,0,0,0,0,1,1,0,1,0,2,0,4,3,3,0,4,7,3,1,42,21,11,7,6,8,8,23,13,15,30,19,21,1,36,18,20
0,0,0,0,0,0,2,0,0,0,0,1,5,2,0,1,3,0,1,0,16,4,2,2,1,2,4,9,5,5,19,10,8,3,10,6,13
0,0,1,0,0,0,0,0,0,2,1,1,1,0,1,0,1,1,0,0,14,0,1,1,0,1,2,7,4,5,5,1,4,2,12,7,1
