"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
27,19,17,51,29,32,107,9,20,34,20,18,39,31,8,22,25,30,10,1,52,10,16,2,4,3,13,11,6,3,7,4,9,3,0,2,1
-1,-1,-1,-1,29,47,129,6,16,20,16,26,47,36,7,13,36,47,10,2,58,12,8,3,7,7,7,11,4,2,5,13,8,4,10,0,1
161,93,203,553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,48,65,184,7,32,31,27,35,74,60,20,34,41,57,20,6,115,29,20,3,5,6,6,13,2,3,10,13,6,4,7,3,1
-1,-1,-1,-1,49,103,304,16,65,46,43,41,117,102,34,41,54,83,25,9,167,47,18,7,11,6,14,26,5,4,19,10,14,5,7,2,1
-1,-1,-1,-1,35,115,323,21,71,91,57,38,95,98,36,45,79,98,23,17,226,64,34,13,14,14,18,21,5,8,18,16,13,3,12,3,1
-1,-1,-1,-1,65,117,404,28,116,89,83,55,164,117,48,72,115,102,32,15,288,86,39,10,21,13,22,27,7,7,22,24,14,4,15,4,0
383,148,368,1245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,57,108,441,36,113,125,109,53,191,122,37,59,122,126,33,18,264,91,56,16,23,14,28,37,6,14,17,18,20,3,17,3,4
-1,-1,-1,-1,160,305,1147,69,334,405,297,167,684,457,132,177,394,408,115,63,1012,364,211,65,131,97,118,186,56,22,107,104,96,21,82,15,15
177,75,163,690,115,267,1039,39,299,319,226,180,774,525,146,218,448,533,155,97,1747,684,426,140,273,213,245,431,155,76,312,271,228,42,209,27,33
18,6,23,91,31,36,184,7,70,47,34,28,164,99,29,53,167,204,73,49,1118,431,378,148,330,231,302,548,193,143,565,429,408,87,395,58,56
0,1,0,25,8,3,27,0,11,5,10,3,28,13,0,11,27,32,11,12,193,78,101,35,96,71,63,176,74,62,224,132,120,30,205,31,38
0,0,0,1,4,3,8,0,5,2,0,0,9,1,0,2,7,19,5,3,73,36,47,21,65,33,43,93,36,23,107,68,76,21,112,16,15
0,0,1,4,1,1,2,0,2,2,0,0,2,1,1,1,1,5,1,1,22,11,10,9,22,19,14,37,18,24,50,26,37,9,89,14,12
0,0,1,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6,6,4,2,12,10,8,20,15,7,24,13,18,7,47,9,4
1,1,0,3,1,1,0,0,0,0,0,1,0,1,0,0,2,1,1,0,5,4,4,2,4,3,5,18,10,5,12,11,6,4,32,1,6
