"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
15,18,83,72,79,32,76,34,53,34,14,5,8,11,25,13,48,20,4,20,24,17,8,3,1,4,1,9,3,2,5,9,5,3,13,2,1
-1,-1,-1,-1,85,24,107,24,30,34,17,11,10,9,24,9,28,32,8,14,26,13,10,1,1,1,1,3,2,1,4,0,2,1,1,0,1
143,225,680,503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,99,35,130,41,69,52,30,14,11,11,23,15,72,42,17,30,41,23,13,4,4,2,5,6,5,3,10,9,3,1,7,0,3
-1,-1,-1,-1,132,58,203,65,89,60,52,26,17,16,58,20,91,57,20,59,83,41,19,8,5,5,8,11,2,6,11,7,4,4,18,2,2
-1,-1,-1,-1,162,67,240,73,118,82,38,22,30,29,58,38,97,59,27,71,108,49,13,13,6,8,5,15,7,4,17,11,6,7,9,3,2
-1,-1,-1,-1,147,87,256,87,117,99,72,42,49,23,94,32,126,65,18,97,126,66,26,21,14,14,9,19,6,3,17,9,11,7,12,2,2
159,279,966,958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,170,101,275,79,141,93,57,35,41,45,88,36,154,67,30,97,146,86,32,15,18,8,14,23,17,7,22,22,11,5,28,0,4
-1,-1,-1,-1,505,276,877,245,437,345,201,106,143,155,238,140,451,260,89,330,523,318,129,88,71,79,69,94,43,36,93,56,34,26,81,8,18
102,168,495,527,597,253,877,207,508,328,270,165,179,192,305,179,675,319,125,393,752,576,255,158,153,135,167,324,126,112,236,142,105,76,222,15,46
19,19,142,92,132,55,241,57,116,72,39,26,34,37,71,53,256,136,53,196,410,356,230,130,201,155,157,412,203,172,300,232,168,150,507,34,72
1,0,17,15,14,12,41,13,20,9,10,6,5,14,8,8,34,28,6,33,139,83,67,47,77,65,58,138,68,75,131,96,62,48,241,24,46
0,0,2,3,4,2,3,10,3,3,2,1,1,2,4,3,13,10,4,21,40,32,32,19,24,29,30,56,40,28,63,30,35,31,139,17,26
0,0,4,0,1,0,3,3,2,2,1,0,0,1,0,0,6,5,1,9,17,9,10,3,9,7,11,24,22,15,42,16,24,17,78,11,20
0,0,4,6,0,0,1,3,1,0,0,0,0,1,1,0,1,2,0,1,10,2,3,1,5,4,6,12,13,12,19,12,9,8,27,4,9
0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,5,2,0,0,6,2,1,2,2,1,5,4,7,2,8,6,6,6,10,5,4
