"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
8,4,11,8,34,10,109,16,28,23,63,14,48,33,29,26,6,58,3,0,2,2,13,3,0,1,1,0,0,5,1,1,16,0,6,2,0
-1,-1,-1,-1,32,26,108,24,51,16,60,7,24,41,22,14,7,71,4,0,5,10,5,2,0,3,0,1,0,0,0,1,2,1,1,2,0
111,70,91,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,68,33,173,34,67,31,75,14,41,69,40,28,12,104,2,0,9,3,11,3,0,3,0,1,3,3,1,1,9,0,1,4,0
-1,-1,-1,-1,104,52,230,35,66,33,97,21,74,125,46,34,15,125,6,0,8,14,18,6,1,7,2,0,7,14,4,4,12,0,2,1,0
-1,-1,-1,-1,94,46,254,52,101,38,78,7,80,156,46,40,22,181,5,0,4,15,12,7,7,5,1,2,4,17,5,3,17,1,6,5,1
-1,-1,-1,-1,127,75,285,49,107,48,95,32,106,171,53,67,28,220,8,0,11,31,18,8,6,5,1,3,6,22,2,7,32,6,5,0,2
371,199,158,261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,170,90,328,45,105,58,121,35,110,194,49,48,33,279,12,0,15,43,24,11,1,8,8,2,12,24,5,11,35,7,10,3,3
-1,-1,-1,-1,432,223,936,185,273,199,404,85,376,650,166,153,115,901,56,1,66,139,143,43,27,50,26,20,38,112,30,45,147,11,39,20,10
217,95,84,142,423,204,892,160,221,150,334,94,470,844,181,202,123,1119,54,1,91,255,296,103,78,87,66,54,136,285,45,79,370,18,80,38,32
48,11,14,40,90,38,218,19,33,29,38,18,61,159,21,32,21,395,24,1,34,118,155,42,28,39,43,35,134,269,41,76,451,21,130,56,34
2,3,1,10,24,4,39,4,11,1,7,1,5,33,4,2,7,70,4,0,8,27,41,9,9,4,4,5,36,79,22,32,175,4,52,25,20
1,0,0,5,9,0,9,0,2,2,4,1,3,10,1,2,0,21,0,0,1,10,18,1,2,1,2,2,12,39,12,11,111,7,42,14,15
1,0,1,1,1,1,4,1,1,2,1,0,0,3,0,0,2,8,0,0,0,6,6,2,1,4,1,1,6,12,7,8,47,8,17,9,6
0,2,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,2,3,0,0,0,2,0,4,13,4,5,26,2,5,4,7
0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,1,2,0,0,0,3,3,0,0,0,0,1,0,2,2,3,7,1,3,3,0
