"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
9,3,10,3,17,3,35,5,4,9,10,4,6,18,4,2,9,10,3,0,1,3,2,0,3,2,0,1,0,3,1,2,11,0,3,0,5
-1,-1,-1,-1,22,3,60,2,10,4,11,4,7,39,6,4,12,21,10,0,4,0,2,0,2,1,0,1,2,3,2,3,7,2,3,0,1
54,2,87,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,26,8,106,6,9,14,8,1,8,45,13,7,25,25,15,1,17,3,2,4,0,3,3,10,3,9,0,3,2,0,2,2,3
-1,-1,-1,-1,47,14,124,8,17,35,23,7,20,61,12,10,29,42,22,0,15,10,9,4,7,2,2,10,2,16,1,1,8,1,2,2,3
-1,-1,-1,-1,60,10,155,23,25,38,45,8,23,111,24,11,49,67,15,2,23,6,7,3,1,1,4,7,2,12,2,3,16,0,3,7,6
-1,-1,-1,-1,66,6,189,19,22,35,52,12,30,109,17,12,53,70,23,1,27,12,23,8,1,6,2,13,1,23,2,8,19,4,0,4,5
127,19,204,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,68,8,228,17,30,46,60,11,37,155,12,12,55,81,16,4,28,12,24,3,2,4,5,19,10,18,2,5,28,2,7,3,2
-1,-1,-1,-1,204,17,723,39,70,189,255,43,134,542,66,39,216,323,92,4,125,56,65,40,16,14,14,62,22,85,12,29,91,10,22,18,17
104,17,127,46,231,17,967,53,79,223,429,59,221,797,88,75,373,672,146,29,249,141,215,78,74,67,45,278,110,288,32,60,292,18,64,51,60
86,10,189,41,295,19,1314,58,77,175,293,36,127,685,74,52,367,752,263,25,379,195,439,190,128,144,113,843,307,897,80,161,911,39,189,178,162
43,7,86,19,215,22,1083,51,46,125,258,19,93,529,58,45,263,456,111,8,156,71,220,91,88,88,63,365,158,567,61,138,528,34,141,166,146
13,1,31,10,84,3,418,21,6,78,134,16,47,361,27,36,201,417,83,8,100,55,104,45,47,50,32,184,81,326,44,71,280,30,90,137,109
6,2,19,6,33,3,230,6,6,31,33,3,15,116,21,20,78,157,39,2,38,30,68,28,28,41,26,88,55,241,33,46,289,18,76,109,100
4,1,12,0,22,1,134,10,3,20,28,2,9,80,10,7,36,63,13,0,10,8,15,7,9,13,8,33,21,114,17,38,153,9,60,83,47
3,0,3,0,6,0,53,1,0,4,10,0,1,53,4,8,45,43,14,1,8,3,7,4,3,12,4,16,7,51,10,22,84,5,20,42,30
