"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
11,5,5,5,20,0,45,6,18,5,13,8,9,10,12,7,8,23,1,0,2,1,4,1,1,2,4,0,0,4,0,2,11,0,5,0,2
-1,-1,-1,-1,37,2,78,3,19,18,24,7,12,17,10,5,17,30,5,1,2,7,2,0,2,1,4,2,1,2,1,0,8,2,3,1,1
131,105,49,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,82,10,141,13,34,21,40,19,31,22,19,19,36,65,3,2,7,14,0,4,2,1,5,3,2,2,1,5,9,5,6,0,1
-1,-1,-1,-1,102,6,197,13,56,40,56,25,45,49,41,31,31,77,8,12,13,26,5,6,5,1,7,2,3,11,0,4,20,7,5,4,1
-1,-1,-1,-1,133,15,205,22,65,41,37,21,58,57,44,31,48,126,11,8,22,35,12,7,13,4,5,2,9,11,3,3,20,4,3,8,3
-1,-1,-1,-1,164,17,254,19,74,52,89,51,67,105,40,38,74,143,12,8,24,53,12,7,14,11,10,2,4,17,1,6,30,3,11,9,3
366,201,94,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,196,24,325,25,119,68,110,38,118,126,76,47,96,192,16,10,33,43,14,9,14,13,17,3,15,20,3,5,39,8,7,8,5
-1,-1,-1,-1,657,39,1081,61,358,209,356,162,276,316,187,130,284,593,56,17,124,193,73,53,49,56,70,20,34,99,14,28,161,25,57,35,28
224,123,48,94,700,38,1019,50,357,205,319,188,281,307,218,157,267,599,42,19,161,265,91,76,103,105,131,47,103,221,33,67,314,34,118,98,75
16,12,7,4,139,14,246,8,50,25,30,18,32,33,28,20,44,119,2,2,31,71,36,40,28,44,57,40,45,127,19,35,273,26,188,88,60
3,3,1,0,22,1,68,3,7,3,8,7,5,5,9,1,9,13,2,0,2,19,3,1,1,8,8,7,9,27,3,5,81,11,60,31,31
1,1,1,0,4,0,10,2,0,1,1,1,1,0,5,0,1,5,1,0,3,5,0,0,2,3,3,2,4,9,3,4,48,6,30,27,28
0,0,0,0,0,0,4,0,0,0,0,1,2,1,3,0,1,2,0,0,0,3,0,1,1,1,1,1,3,11,1,1,23,3,21,14,21
1,0,0,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,0,0,0,2,0,3,3,0,0,10,2,9,6,7
0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,1,0,2,2,1,0,1,1,9,1,3
