"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,0,1,1,2,4,8,0,10,6,2,3,1,3,6,1,2,13,1,0,2,12,3,0,2,0,3,3,1,5,3,1,6,4,0,1,1
-1,-1,-1,-1,1,2,9,1,3,10,2,1,1,0,4,3,2,22,0,2,2,20,0,0,0,1,3,5,3,2,0,2,4,1,0,1,1
4,15,22,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,0,17,5,3,7,1,6,2,2,7,4,2,22,2,2,4,26,3,1,0,1,3,4,3,1,2,6,6,2,3,3,3
-1,-1,-1,-1,15,4,27,2,7,8,7,6,1,0,8,2,6,34,2,4,5,33,5,0,3,3,3,0,5,5,2,1,7,1,1,4,0
-1,-1,-1,-1,13,5,31,1,8,16,1,9,3,2,9,8,14,41,1,6,18,51,1,0,6,2,7,3,5,3,3,4,4,1,4,1,2
-1,-1,-1,-1,17,13,41,5,13,16,4,27,7,5,14,10,4,56,1,5,17,35,6,4,4,9,6,7,9,2,5,2,4,0,3,0,2
3,21,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,30,6,32,1,8,28,9,21,14,3,15,10,12,64,4,6,20,46,4,5,8,6,16,6,4,4,9,3,8,2,1,4,2
-1,-1,-1,-1,60,21,92,13,27,47,22,86,18,10,48,20,12,210,8,12,70,149,13,13,23,15,40,28,40,19,10,18,39,7,15,9,7
3,6,7,3,37,26,95,9,31,78,14,98,28,16,81,21,34,273,14,30,97,213,28,18,30,28,59,47,84,53,44,48,79,10,37,21,14
0,3,0,1,15,6,39,2,10,54,6,24,7,10,44,18,8,158,4,18,68,209,22,9,26,20,66,60,102,76,66,69,159,11,50,14,15
0,1,0,1,7,2,15,1,10,26,0,5,3,5,29,7,6,77,1,9,33,88,13,8,15,13,34,23,97,53,31,38,76,15,34,20,14
0,0,0,0,1,0,7,1,1,17,2,2,1,1,5,3,6,37,0,3,22,55,12,6,11,4,20,13,69,35,22,18,66,8,25,4,9
0,0,0,0,0,1,0,1,0,1,0,1,3,1,5,0,0,17,0,1,7,31,4,2,4,3,9,7,68,18,10,20,61,5,9,7,4
1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,11,0,0,1,11,2,1,0,1,5,1,28,9,4,9,31,3,11,6,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,5,2,0,1,2,6,6,32,11,4,7,18,1,4,1,0
