"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
15,5,0,8,22,7,43,2,18,18,8,7,28,9,15,10,28,12,3,0,4,7,3,0,0,1,4,4,3,6,1,2,5,0,1,1,3
-1,-1,-1,-1,18,4,45,4,26,23,7,14,23,15,3,11,38,23,1,1,15,15,1,0,1,1,0,2,3,2,0,1,4,2,1,0,0
182,75,17,347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,43,13,107,11,54,61,18,37,62,29,25,14,72,49,4,2,26,23,5,1,3,1,0,3,1,3,2,4,6,1,2,1,0
-1,-1,-1,-1,71,19,172,22,84,105,26,71,127,48,54,32,137,78,4,3,52,38,5,5,2,2,4,1,5,6,2,2,11,2,3,3,0
-1,-1,-1,-1,118,28,193,35,87,141,43,98,155,72,47,54,183,90,12,2,77,59,12,5,4,0,3,1,3,11,6,3,11,3,3,3,3
-1,-1,-1,-1,141,39,316,53,127,176,46,130,224,94,107,61,229,135,10,1,93,85,16,8,9,4,11,4,3,8,1,8,10,5,3,3,3
474,171,27,1001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,205,47,284,52,172,206,59,94,278,114,75,81,254,170,22,3,87,124,27,3,13,7,11,6,6,10,9,8,19,1,13,3,7
-1,-1,-1,-1,441,129,918,166,547,610,225,307,781,332,291,232,826,461,50,18,349,425,85,36,23,25,58,18,22,46,47,33,95,8,37,11,22
175,60,7,423,309,101,610,126,345,363,110,237,605,258,238,200,652,371,61,15,371,712,156,79,38,61,141,66,53,111,104,120,266,25,94,25,35
13,3,1,30,19,4,26,4,7,18,10,11,50,15,9,17,73,43,4,1,94,237,61,36,20,33,119,44,56,156,117,158,445,37,175,93,67
0,0,0,3,0,0,1,0,3,4,0,1,2,0,0,1,2,3,0,1,4,21,2,3,3,0,9,6,6,22,17,29,96,9,41,18,15
1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,6,3,0,1,1,1,6,6,3,13,6,6,38,6,30,13,12
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,12,8,2,16,5,12,13,10
0,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,13,4,2,4,13
0,0,0,0,0,0,1,0,0,3,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,8,2,5,9,7
