"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
9,1,3,12,9,12,17,5,3,6,2,3,1,3,3,7,24,15,9,4,14,3,6,2,2,4,6,5,9,12,3,0,5,0,4,0,2
-1,-1,-1,-1,5,5,17,4,7,4,3,0,5,2,3,5,24,34,12,6,33,9,4,4,3,11,6,1,5,1,3,1,8,4,2,0,0
36,22,47,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,6,18,27,9,10,3,6,6,3,2,6,8,26,22,24,2,38,11,12,6,6,3,6,3,5,3,9,2,8,6,4,1,2
-1,-1,-1,-1,9,18,43,7,15,6,21,2,2,4,6,15,57,35,28,7,51,19,26,2,5,10,9,14,5,9,6,3,4,1,0,3,2
-1,-1,-1,-1,13,13,38,3,17,18,19,1,7,13,19,12,74,38,24,14,62,15,18,15,7,8,10,5,2,7,5,2,8,3,5,1,2
-1,-1,-1,-1,17,17,49,16,19,19,35,5,10,12,9,15,84,41,29,12,84,29,19,9,6,10,9,3,2,3,9,4,9,2,7,1,2
77,43,80,203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,17,19,50,11,20,23,36,7,7,13,13,14,64,46,39,17,86,28,28,15,9,27,8,16,8,8,14,9,12,4,7,3,2
-1,-1,-1,-1,42,36,164,42,79,73,64,16,35,35,34,56,229,133,128,38,341,91,100,51,27,54,32,51,28,38,37,30,42,11,39,12,4
37,27,41,134,60,31,181,39,77,80,68,21,45,63,47,97,453,204,145,68,544,166,212,104,82,124,113,151,68,89,86,36,126,34,77,17,25
16,15,13,85,27,17,72,22,28,25,17,6,15,22,17,40,324,139,128,73,695,202,269,133,127,161,114,270,126,176,124,70,194,66,314,49,74
3,5,4,17,11,9,25,4,12,1,6,1,6,9,9,16,94,54,40,30,274,81,141,54,58,61,50,117,55,73,59,26,101,34,151,42,26
0,0,0,4,2,0,6,0,0,3,0,1,2,2,0,3,39,18,26,17,119,59,61,39,26,34,21,39,38,41,40,15,61,15,111,20,23
0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,5,3,10,6,56,17,31,17,20,9,17,15,15,22,24,6,36,16,67,25,13
0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,7,8,3,13,10,11,3,4,11,6,8,7,10,15,4,14,4,40,12,8
0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,3,1,1,1,11,3,3,6,1,2,2,7,4,7,2,3,8,2,12,6,7
