"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
2,2,1,4,6,7,33,4,14,12,7,30,0,2,13,2,9,43,4,4,15,26,4,0,8,0,2,5,12,22,5,20,25,9,17,2,6
-1,-1,-1,-1,3,9,60,8,27,22,14,27,5,2,16,3,5,38,4,4,24,31,2,2,7,2,0,6,11,12,6,8,14,7,12,3,1
3,28,18,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,7,7,66,11,46,56,22,50,16,2,32,7,13,70,7,10,33,40,2,1,5,1,4,2,7,18,7,8,16,11,15,3,3
-1,-1,-1,-1,4,16,119,9,73,65,31,84,16,7,56,5,11,90,8,7,35,64,3,0,10,1,4,16,6,21,4,24,34,8,14,6,8
-1,-1,-1,-1,7,12,116,17,88,98,28,61,23,7,68,12,23,102,6,11,65,63,6,5,18,2,10,8,9,16,10,29,27,12,18,9,5
-1,-1,-1,-1,5,13,102,12,99,121,55,163,22,2,66,8,18,89,10,12,58,73,5,3,27,4,14,11,11,31,5,27,29,10,24,11,10
6,35,39,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,19,121,23,79,144,44,93,30,9,73,10,20,105,9,5,52,89,6,10,24,4,11,9,12,31,11,34,29,14,19,5,6
-1,-1,-1,-1,36,24,326,38,253,386,110,406,86,17,194,18,47,292,21,23,202,322,35,39,86,10,42,45,64,93,32,115,122,55,90,29,40
2,11,15,25,25,26,352,36,188,310,85,405,97,27,197,20,57,377,36,39,312,442,39,52,169,20,94,105,104,216,81,238,283,103,181,60,77
1,6,4,5,20,20,180,7,89,150,24,212,33,6,57,11,35,161,20,22,245,396,51,52,181,44,87,113,111,285,143,345,407,165,337,99,101
0,1,1,0,4,6,113,1,38,60,11,116,23,4,49,9,15,98,12,8,102,155,17,14,60,11,35,50,50,121,56,156,187,115,229,57,47
0,1,0,0,2,5,33,3,8,25,3,27,9,3,18,3,8,27,5,7,44,72,6,14,28,3,11,21,36,53,19,74,91,47,105,30,23
0,0,0,0,0,1,21,0,2,3,0,15,2,0,3,1,3,8,0,0,16,41,4,2,9,2,8,6,15,25,14,36,48,27,59,21,11
0,0,0,0,2,0,8,0,2,4,0,7,2,0,5,0,1,4,0,0,3,22,1,1,0,3,2,2,4,9,7,14,20,17,24,14,7
0,0,0,0,1,1,11,0,1,1,2,1,0,0,0,0,0,4,1,0,3,17,0,0,5,0,0,1,4,8,9,5,15,11,16,9,1
