"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
7,7,21,19,22,20,54,15,28,23,18,5,6,5,12,6,38,21,14,6,14,14,7,5,8,9,19,19,11,13,5,3,8,1,11,2,4
-1,-1,-1,-1,14,15,30,12,15,10,25,7,9,6,3,4,30,22,12,5,22,14,12,5,6,2,22,17,11,14,3,6,2,5,7,2,4
54,81,160,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,19,29,85,17,33,20,27,15,7,14,8,8,45,28,23,10,40,26,19,12,10,9,30,25,9,5,4,6,6,6,11,3,1
-1,-1,-1,-1,38,29,116,20,69,42,43,9,20,19,15,12,67,38,21,11,55,29,19,18,16,14,27,45,15,26,14,8,5,4,14,7,2
-1,-1,-1,-1,45,47,107,23,67,15,36,10,23,21,20,17,62,60,29,12,87,33,31,18,16,11,21,32,19,28,16,2,7,10,20,5,7
-1,-1,-1,-1,56,88,165,34,96,71,82,40,28,24,19,13,67,78,39,17,93,52,45,15,16,17,36,38,20,19,14,13,9,10,12,8,2
85,132,270,265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,58,65,151,41,82,46,65,29,42,25,30,17,80,79,38,18,117,55,34,23,16,14,39,39,22,20,19,6,11,11,14,5,10
-1,-1,-1,-1,150,205,464,73,218,135,224,86,113,62,68,55,256,270,137,93,384,167,143,78,85,100,177,164,108,114,76,38,60,40,78,25,20
44,57,156,134,148,267,518,105,199,133,178,97,152,111,74,46,378,328,159,109,613,327,292,154,207,225,415,423,328,221,220,86,158,68,277,69,86
9,6,29,32,44,39,219,48,61,37,65,31,52,33,18,17,195,179,100,84,532,365,408,206,263,329,549,669,470,420,354,173,339,173,553,161,132
0,1,14,8,14,10,83,19,25,11,43,11,12,9,5,4,51,55,56,31,217,139,159,109,121,142,342,368,249,341,209,101,163,82,282,65,62
0,0,0,1,1,5,14,4,6,0,23,3,4,0,1,1,11,14,9,14,89,66,69,33,55,76,171,219,160,226,115,65,116,58,148,40,40
0,0,0,1,0,0,6,0,0,0,8,0,0,0,0,0,6,5,8,5,30,19,32,9,24,27,73,74,51,94,56,39,57,34,117,28,14
0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,4,0,0,11,6,10,9,7,4,25,32,22,30,33,15,29,16,66,21,21
0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,2,0,2,10,4,2,7,1,4,14,14,11,13,10,11,8,6,24,8,12
