"t","ag"
35,1
35,2
35,4
35,5
35,6
35,7
35,9
35,10
35,12
35,13
35,14
36,1
36,2
36,4
36,5
36,6
36,7
36,9
36,10
36,11
36,15
36,16
37,1
37,2
