"t","ag"
17,5
30,2
31,12
31,13
31,14
31,15
31,16
31,17
32,2
32,6
32,7
33,4
33,13
34,1
34,2
35,2
35,4
35,5
35,6
36,1
36,2
36,4
36,12
37,1
37,2
