"t","ag"
7,1
7,5
9,5
15,5
21,5
23,5
29,6
30,6
31,12
31,13
31,14
31,16
32,1
32,2
32,6
32,7
32,9
32,10
34,1
34,12
34,13
34,14
35,1
35,2
35,4
35,6
36,1
36,2
37,1
37,2
37,5
