"t","ag"
31,13
31,14
31,15
31,16
31,17
32,2
32,4
32,6
32,7
32,9
32,10
33,2
33,6
33,7
33,14
34,1
34,2
35,1
35,2
35,4
35,6
35,7
35,10
36,1
36,2
36,4
37,1
37,2
37,12
