"t","ag"
1,8
1,12
4,8
5,9
7,5
11,5
15,6
21,4
21,5
21,9
21,11
23,6
24,11
25,6
25,7
25,10
25,11
26,6
27,7
27,10
27,11
29,6
29,9
29,10
30,6
30,7
30,10
30,11
31,6
31,7
31,14
31,16
32,1
32,2
32,4
32,5
32,6
32,7
32,9
32,10
32,11
32,12
32,13
32,14
32,15
32,16
33,1
33,2
33,6
33,7
33,9
33,10
34,1
34,2
34,16
35,1
35,2
36,1
36,2
37,1
37,2
