"mean","lower","upper","ESS","Rhat","var","ivar","converged","ess.thres","nwarm"
1.28453846267778,1.02310144877216,1.68133108496453,6861.77012242425,1.00060827377902,"omega",1,TRUE,300,3000
0.102598494287725,0.0689296270812609,0.141007821913317,6587.9304138266,1.00017296646101,"theta",1,TRUE,300,3000
0.619060887458918,0.461284587957687,0.79293014018558,3863.80318977677,1.00114667106996,"lambda",1,TRUE,300,3000
0.11894119208089,0.0723679566192876,0.180599145327149,5396.12004420322,1.0004715298568,"lambda",2,TRUE,300,3000
0.0867772108583657,0.0532100447718902,0.131673224048134,6093.64260551406,1.00080209574801,"lambda",3,TRUE,300,3000
0.00952314248752845,0.00456832322566553,0.0174099153731309,6432.55002073501,0.99979420154255,"lambda",4,TRUE,300,3000
0.133223142560998,0.0853947375280289,0.195042093356454,5550.50149297817,1.00061091028416,"lambda",5,TRUE,300,3000
0.567465453223368,0.414899658739441,0.738990141871324,4554.20958343885,1.00027560604474,"lambda",6,TRUE,300,3000
0.0537266169601416,0.0355532902815127,0.0769043558734188,5428.52276271181,1.00059127039009,"lambda",7,TRUE,300,3000
0.908204648807124,0.725053520778423,0.996751766978196,4795.97650987889,1.00062465823196,"lambda",8,TRUE,300,3000
0.301453476868785,0.215150211589593,0.403567264264923,4425.86581281516,1.00069856115979,"lambda",9,TRUE,300,3000
0.233061912308358,0.167256028248055,0.31106534669999,4998.01247984221,1.00145518214205,"lambda",10,TRUE,300,3000
0.600930739037151,0.434677039332854,0.781928795917178,3863.00901573579,1.00057571203826,"lambda",11,TRUE,300,3000
0.258173750914063,0.182199029740356,0.345317724369692,4122.54308421424,1.00076764138142,"lambda",12,TRUE,300,3000
0.256067747272414,0.181677552497847,0.342386876384196,3994.66836885098,1.00159201689246,"lambda",13,TRUE,300,3000
0.421317794299594,0.303761285410556,0.55227797971896,3908.61859511274,1.00066943215545,"lambda",14,TRUE,300,3000
0.154224701221118,0.106743442385584,0.209765119725234,3908.10718450694,1.00116984650397,"lambda",15,TRUE,300,3000
0.0562899386128922,0.0372702100467252,0.0813095970098298,4940.79087529559,1.00046249438078,"lambda",16,TRUE,300,3000
0.149284091021302,0.103064585360305,0.203830181910059,3899.6361676541,1.00068264089296,"lambda",17,TRUE,300,3000
0.558534533466343,0.411223609324312,0.724190726344697,3718.45611131602,1.00081529581568,"lambda",18,TRUE,300,3000
0.752540906142761,0.556700796293125,0.955887712735361,3609.60256766011,1.00159424030556,"lambda",19,TRUE,300,3000
0.0251630695576493,0.0153988937441498,0.0383097041066738,5083.50651835346,1.00033189310765,"lambda",20,TRUE,300,3000
0.0231705791040856,0.0139388611200076,0.0359653579385823,4741.97191125332,1.0004269572836,"lambda",21,TRUE,300,3000
0.18813707425703,0.126215532754985,0.264340680701593,3889.49440843304,1.00041945140192,"lambda",22,TRUE,300,3000
0.358035685385379,0.250679791944387,0.486401493135923,3893.05918430666,1.00060555045164,"lambda",23,TRUE,300,3000
0.0505270796276483,0.0326181775960158,0.0738450572114111,4370.77512066685,1.00124116353426,"lambda",24,TRUE,300,3000
0.0266641988975764,0.0163559513975732,0.0405520012233659,4516.22882086647,1.0013075252348,"lambda",25,TRUE,300,3000
0.03698883592437,0.0222850701758646,0.0566757031514771,4428.14893055602,1.00046086120542,"lambda",26,TRUE,300,3000
0.0657458077819717,0.0417110656606022,0.0979681728284455,4115.13159122929,1.0003894682519,"lambda",27,TRUE,300,3000
0.022304641541918,0.0129298591840202,0.0354119829087929,4557.99955567466,1.00045189733167,"lambda",28,TRUE,300,3000
0.0367589920319788,0.0212538869041995,0.0582045554537592,4162.76539336358,1.00140402298671,"lambda",29,TRUE,300,3000
0.0329826002511062,0.0193670533708384,0.0517727706776586,3802.50375730263,1.0006769604024,"lambda",30,TRUE,300,3000
0.100863238706102,0.0634065727124095,0.14837523487834,3884.1121765851,1.00038686679026,"lambda",31,TRUE,300,3000
0.0376730565529372,0.0227333176028384,0.0579501966187987,4129.7849992455,1.00127183898216,"lambda",32,TRUE,300,3000
0.0636037582449171,0.0395925767596458,0.0951110532100208,3718.85090652404,1.00051961078672,"lambda",33,TRUE,300,3000
0.201597759578677,0.134669829621887,0.28420317329567,3619.02198352457,1.00149118024283,"lambda",34,TRUE,300,3000
0.00638767987460788,0.00323349353967698,0.0110339701097091,4780.94213126519,1.00087501031501,"lambda",35,TRUE,300,3000
0.0486679132763369,0.0308563510229297,0.0720728503001033,4022.89230866641,1.00042101647338,"lambda",36,TRUE,300,3000
0.0464300392675186,0.0290857516383129,0.0695840876733518,3848.0946647072,1.00068244337887,"lambda",37,TRUE,300,3000
0.0288160257209681,0.0174662578500649,0.0445358832688115,3962.52569586886,1.00051234295252,"lambda",38,TRUE,300,3000
0.0617111705915923,0.0284420141641544,0.122354594202852,4543.33017952373,1.00022250348204,"binnedK",1,TRUE,300,3000
0.0996877421358399,0.0400926761419527,0.183480887206027,5862.94868150602,0.999739887000694,"binnedK",2,TRUE,300,3000
0.215743752391989,0.0822595373687768,0.361369581152935,5145.85379641711,1.00033060012787,"binnedK",3,TRUE,300,3000
0.415717189116834,0.167601996828485,0.673251633825711,4798.12733099622,1.00081561022111,"binnedK",4,TRUE,300,3000
0.163335519229212,0.0115857481191741,0.412836823716189,6297.67317741647,1.00099560437803,"binnedK",5,TRUE,300,3000
0.149048852806775,0.0101460772274999,0.498036201031599,5564.12831006513,1.0001582516054,"binnedK",6,TRUE,300,3000
0.0834046158525147,0.00214636359601101,0.388410717957018,5963.88816553678,1.00025427139555,"binnedK",7,TRUE,300,3000
