"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","UthaiThani"
-20.4334919136139,8.98869771078125,2,"DHF_add","m3h.rtQeT","UthaiThani"
-34.5159363062671,10.1659503301081,3,"DHF_add","m3h.rt","UthaiThani"
-36.5128350623507,10.023107830347,4,"DHF_add","m3h.rta","UthaiThani"
-47.7217195353774,8.56487715588847,5,"DHF_add","m1h.rta","UthaiThani"
-50.2679723430082,10.5532926866034,6,"DHF_add","m1h.raQeT","UthaiThani"
-53.7569259243885,11.1810562765007,7,"DHF_add","m3h.raQeT","UthaiThani"
-54.0052243913642,9.91393476681642,8,"DHF_add","m1h.rtQeT","UthaiThani"
-61.2954314138408,11.9209592999423,9,"DHF_add","m3hQeT","UthaiThani"
-86.7757676269328,12.5457011416502,10,"DHF_add","m3h","UthaiThani"
-124.127140485123,15.1569972107343,11,"DHF_add","m1hQeT","UthaiThani"
-192.303694444596,16.2179235221678,12,"DHF_add","m1h.ra","UthaiThani"
