"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","Surin"
-5.24229995174304,3.98963175876795,1,"DHF_add","m3h.rta","Surin"
-6.29812501792248,4.17390802752883,1,"DHF_add","m1h.rtaQeT","Surin"
-9.99982798199707,5.51808465457272,1,"DHF_add","m1h.rta","Surin"
-10.1964620393292,4.3505001055409,2,"DHF_add","m3h.rtQeT","Surin"
-17.4029974339007,5.71730394683666,3,"DHF_add","m3h.rt","Surin"
-80.9361744056432,12.6114876218423,4,"DHF_add","m3h.rAT","Surin"
-83.8048101421753,12.7258887154379,5,"DHF_add","m3h.rATQeT","Surin"
-88.9444517368312,12.7927278690393,6,"DHF_add","m3h.ra","Surin"
-89.2409081155312,13.8059063889338,7,"DHF_add","m1h.rATQeT","Surin"
-91.320865445485,13.8424221002864,8,"DHF_add","m1h.rAT","Surin"
-91.4759557845035,13.0820787102764,9,"DHF_add","m1h.ra","Surin"
-92.1253396302688,12.3525636723147,10,"DHF_add","m3h.raQeT","Surin"
-96.3716028663166,12.9681175200586,11,"DHF_add","m1h.raQeT","Surin"
-112.454297709969,14.3067649069262,12,"DHF_add","m3h","Surin"
-122.872239753291,14.0785141064462,13,"DHF_add","m1h.rtQeT","Surin"
-148.54736506399,14.6236181116511,14,"DHF_add","m1h.rt","Surin"
-212.165384232772,16.5840479303634,15,"DHF_add","m1h","Surin"
