"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","MahaSarakham"
-18.1396145673114,6.18385452513352,2,"DHF_add","m1h.rtaQeT","MahaSarakham"
-19.418822231261,5.42054114019423,3,"DHF_add","m3h.rtQeT","MahaSarakham"
-28.0611145437765,7.05206738516409,4,"DHF_add","m3h.rta","MahaSarakham"
-43.3698729373009,9.85109319842012,5,"DHF_add","m1h.rta","MahaSarakham"
-46.2471550219682,8.69276426655038,6,"DHF_add","m3h.rt","MahaSarakham"
-68.1701177556261,13.9307924994851,7,"DHF_add","m3h.rATQeT","MahaSarakham"
-70.2652636906281,14.5140200638248,8,"DHF_add","m3h.rAT","MahaSarakham"
-81.2338863375809,13.5906446173475,9,"DHF_add","m3h.raQeT","MahaSarakham"
-92.065377868145,14.3421539707695,10,"DHF_add","m1h.rAT","MahaSarakham"
-93.0985623598908,14.0398669798772,11,"DHF_add","m1h.raQeT","MahaSarakham"
-94.0161746194128,14.2454443536869,12,"DHF_add","m1h.rATQeT","MahaSarakham"
-109.148698937443,16.3807809758486,13,"DHF_add","m3hQeT","MahaSarakham"
-111.007703492774,15.0605184870975,14,"DHF_add","m3h.ra","MahaSarakham"
-119.196537962789,15.581490213245,15,"DHF_add","m1h.ra","MahaSarakham"
-127.706433227039,14.8280254790829,16,"DHF_add","m1h.rtQeT","MahaSarakham"
-183.444937118206,18.2164370950693,17,"DHF_add","m1h.rt","MahaSarakham"
-245.71554204621,20.2696309029992,18,"DHF_add","m1h","MahaSarakham"
