"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","Yasothon"
-7.89734082678594,4.69376046770156,1,"DHF_add","m3h.rta","Yasothon"
-10.2342264905053,4.71943052631763,2,"DHF_add","m3h.rtQeT","Yasothon"
-16.0903553941814,12.6095751511468,2,"DHF_add","m1h.rtaQeT","Yasothon"
-18.6835850078426,6.49279392308917,3,"DHF_add","m3h.rt","Yasothon"
-24.5646969536721,8.13184676516617,4,"DHF_add","m1h.rta","Yasothon"
-60.3875931912373,10.6632621221298,5,"DHF_add","m3h.rATQeT","Yasothon"
-60.9606474508414,11.0669105441962,6,"DHF_add","m3h.rAT","Yasothon"
-73.487225793368,12.0042117185103,7,"DHF_add","m1h.rAT","Yasothon"
-75.9490909353414,12.1707797414715,8,"DHF_add","m1h.rATQeT","Yasothon"
-78.9113691922543,11.2517810845736,9,"DHF_add","m3h.raQeT","Yasothon"
-78.9642095418786,12.5796974929485,10,"DHF_add","m1h.raQeT","Yasothon"
-97.0733976607168,13.8583523030512,11,"DHF_add","m3h","Yasothon"
-109.196073960539,14.2282171558331,12,"DHF_add","m1h.rtQeT","Yasothon"
-129.689028147576,13.8798704314359,13,"DHF_add","m3hQeT","Yasothon"
-168.778855011433,19.6502585981149,14,"DHF_add","m1h.ra","Yasothon"
