"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m1h.rtaQeT","SamutSongkhram"
-1.74723410990926,3.75806866770298,1,"DHF_add","m3h.rtQeT","SamutSongkhram"
-3.29033233438888,3.04292908125222,1,"DHF_add","m3h.rtaQeT","SamutSongkhram"
-25.0187811745119,7.70253201185974,2,"DHF_add","m3h.rt","SamutSongkhram"
-26.352113444499,7.45446163950504,3,"DHF_add","m3h.rta","SamutSongkhram"
-28.4073249456594,6.5093642596683,4,"DHF_add","m1h.rtQeT","SamutSongkhram"
-30.3028834630284,7.03280176082873,5,"DHF_add","m1h.rta","SamutSongkhram"
-30.5440274444031,7.86445283618968,6,"DHF_add","m1h.rATQeT","SamutSongkhram"
-33.1193273020917,7.60990730163368,7,"DHF_add","m3h.rATQeT","SamutSongkhram"
-33.6706270855354,8.13421580615317,8,"DHF_add","m1h.rAT","SamutSongkhram"
-34.8668577936003,7.82133159267891,9,"DHF_add","m3h.rAT","SamutSongkhram"
-35.5375260565738,6.11181768756268,10,"DHF_add","m1h.raQeT","SamutSongkhram"
-37.1559943146392,6.96161259327694,11,"DHF_add","m3h.raQeT","SamutSongkhram"
-67.0394039427343,9.02694655310587,12,"DHF_add","m3h.ra","SamutSongkhram"
-68.5738024689788,9.7137135279314,13,"DHF_add","m1h.rt","SamutSongkhram"
-70.0935844792049,8.86492035202026,14,"DHF_add","m1h.ra","SamutSongkhram"
-74.5039472492216,10.153371482931,15,"DHF_add","m3h","SamutSongkhram"
-98.4500786948642,11.5169095367938,16,"DHF_add","m1hQeT","SamutSongkhram"
-112.686243733614,11.8509291469568,17,"DHF_add","m1h","SamutSongkhram"
