"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m1h.rtaQeT","PrachinBuri"
-1.76834440113516,3.62462098507928,1,"DHF_add","m3h.rtaQeT","PrachinBuri"
-4.01882495946995,4.3048463541346,1,"DHF_add","m3h.rtQeT","PrachinBuri"
-11.5212781351034,5.57942410468095,2,"DHF_add","m3h.rta","PrachinBuri"
-15.3212802945793,6.18306406541946,3,"DHF_add","m1h.rta","PrachinBuri"
-19.2012653354105,6.3443671618813,4,"DHF_add","m3h.rt","PrachinBuri"
-32.543205168415,8.78407671937583,5,"DHF_add","m3h.rAT","PrachinBuri"
-33.3260091425616,8.66032494273198,6,"DHF_add","m3h.rATQeT","PrachinBuri"
-36.2043353831932,8.00502527667433,7,"DHF_add","m1h.raQeT","PrachinBuri"
-39.7816907843681,8.50214732626909,8,"DHF_add","m3h.raQeT","PrachinBuri"
-45.7006106885484,9.32886889924665,9,"DHF_add","m1h.rAT","PrachinBuri"
-48.5884962692646,9.3141242897129,10,"DHF_add","m1h.rATQeT","PrachinBuri"
-75.6078747410742,11.1392261148453,11,"DHF_add","m3h","PrachinBuri"
-113.096355755246,12.658532718474,12,"DHF_add","m1h.rt","PrachinBuri"
-169.443097091028,15.0493468839584,13,"DHF_add","m1h","PrachinBuri"
-226.716944671177,24.5684222279906,14,"DHF_add","m1hQeT","PrachinBuri"
