"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","SakonNakhon"
-1.65242849978236,3.9235408310294,1,"DHF_add","m1h.rtaQeT","SakonNakhon"
-2.17912791336443,3.50443055347703,1,"DHF_add","m3h.rta","SakonNakhon"
-3.81685050020676,3.85704269259708,1,"DHF_add","m3h.rtQeT","SakonNakhon"
-5.63944200746831,5.3802779409546,1,"DHF_add","m1h.rta","SakonNakhon"
-7.24154414412262,4.85994160038381,1,"DHF_add","m3h.rt","SakonNakhon"
-65.8704871255094,12.3213846536056,2,"DHF_add","m3h.rAT","SakonNakhon"
-67.111655547307,12.3089239782718,3,"DHF_add","m3h.rATQeT","SakonNakhon"
-72.5080259163522,12.1768232966792,4,"DHF_add","m3h.raQeT","SakonNakhon"
-73.3473419070288,12.5230449840232,5,"DHF_add","m1h.raQeT","SakonNakhon"
-73.905255383148,12.5624136196342,6,"DHF_add","m1h.rAT","SakonNakhon"
-78.0216016994003,12.7622756405699,7,"DHF_add","m1h.rATQeT","SakonNakhon"
-86.4276726333652,13.2822902952853,8,"DHF_add","m3h","SakonNakhon"
-111.544489148867,13.1216359644598,9,"DHF_add","m1h.rt","SakonNakhon"
-160.620410135758,15.3809737775933,10,"DHF_add","m1h","SakonNakhon"
