"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtQeT","SuratThani"
-1.32716822235981,2.35441989871602,1,"DHF_add","m3h.rtaQeT","SuratThani"
-1.33890525719192,2.48539376690624,1,"DHF_add","m1h.rtaQeT","SuratThani"
-10.808636982732,5.73439106615583,1,"DHF_add","m3h.rta","SuratThani"
-10.9240459716283,5.81188671728923,1,"DHF_add","m1h.rta","SuratThani"
-11.9106232900518,5.27789425905267,2,"DHF_add","m3h.rt","SuratThani"
-35.9983627672217,8.89143328942527,3,"DHF_add","m1h.rtQeT","SuratThani"
-51.6897892517352,9.24980310786502,4,"DHF_add","m1h.rt","SuratThani"
-62.050968883062,10.9673507318173,5,"DHF_add","m3h.rATQeT","SuratThani"
-63.0182840549989,11.2802343187092,6,"DHF_add","m3h.rAT","SuratThani"
-64.4417785555598,10.4552248451832,7,"DHF_add","m1h.raQeT","SuratThani"
-64.7931484257652,11.0752073770271,8,"DHF_add","m3h.raQeT","SuratThani"
-67.1200567196007,11.3017822892146,9,"DHF_add","m3hQeT","SuratThani"
-75.4983833173449,11.9407767002181,10,"DHF_add","m1h.rAT","SuratThani"
-76.5521732194092,11.8670979839571,11,"DHF_add","m1h.rATQeT","SuratThani"
-91.3495107991638,11.882904084863,12,"DHF_add","m1h.ra","SuratThani"
-96.1116927282933,12.2805324273371,13,"DHF_add","m3h","SuratThani"
-125.369823658304,14.813795153856,14,"DHF_add","m1hQeT","SuratThani"
-131.768135217235,13.6010144517065,15,"DHF_add","m1h","SuratThani"
