"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtQeT","Phitsanulok"
-1.03393200147677,4.31016349783611,1,"DHF_add","m1h.rtaQeT","Phitsanulok"
-2.5815761739637,3.0211675371818,1,"DHF_add","m3h.rtaQeT","Phitsanulok"
-19.9215779152815,7.03400315429537,2,"DHF_add","m3h.rta","Phitsanulok"
-25.9074029153286,7.06355828461606,3,"DHF_add","m3h.rt","Phitsanulok"
-27.9812540317416,8.57643364172846,4,"DHF_add","m1h.rta","Phitsanulok"
-56.5850437439562,9.58043242322951,5,"DHF_add","m1h.rtQeT","Phitsanulok"
-70.228476106754,13.855676212692,6,"DHF_add","m1h.raQeT","Phitsanulok"
-73.0315811238311,14.8950846113293,7,"DHF_add","m1h.rATQeT","Phitsanulok"
-73.3835044380065,14.3320271197754,8,"DHF_add","m3h.rATQeT","Phitsanulok"
-73.6236843477148,13.7478782078773,9,"DHF_add","m3h.raQeT","Phitsanulok"
-75.0634392976471,14.1104369697986,10,"DHF_add","m3h.rAT","Phitsanulok"
-79.2868983217955,14.9443918900283,11,"DHF_add","m1h.rAT","Phitsanulok"
-101.598133562485,14.7715550471096,12,"DHF_add","m1h.ra","Phitsanulok"
-112.880573984347,14.7411571895473,13,"DHF_add","m3h","Phitsanulok"
-115.538990757863,13.9791763151742,14,"DHF_add","m1h.rt","Phitsanulok"
-193.253218526984,17.4075672565744,15,"DHF_add","m1h","Phitsanulok"
-209.935542772178,18.2077095588144,16,"DHF_add","m1hQeT","Phitsanulok"
