"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","Nonthaburi"
-1.3645762135245,3.24683602453874,1,"DHF_add","m1h.rtaQeT","Nonthaburi"
-8.73881283709227,3.4651592177245,2,"DHF_add","m3h.rtQeT","Nonthaburi"
-23.8337191697237,8.31441599569198,3,"DHF_add","m3h.rta","Nonthaburi"
-27.7172534952132,8.25718324124629,4,"DHF_add","m3h.rt","Nonthaburi"
-28.9789176331843,9.78576542266942,5,"DHF_add","m1h.rta","Nonthaburi"
-42.3616572511636,9.68275422310701,6,"DHF_add","m1h.rtQeT","Nonthaburi"
-53.3557431035795,10.3865063896077,7,"DHF_add","m3h.rAT","Nonthaburi"
-53.3746851331107,10.197770277184,8,"DHF_add","m3h.rATQeT","Nonthaburi"
-60.0092993285239,10.7484751492271,9,"DHF_add","m1h.rAT","Nonthaburi"
-60.3007295606193,10.4841944550628,10,"DHF_add","m1h.rATQeT","Nonthaburi"
-60.5056055219722,9.77220706694212,11,"DHF_add","m1h.raQeT","Nonthaburi"
-68.5785672869995,10.3040964989118,12,"DHF_add","m3h.raQeT","Nonthaburi"
-87.8733299643957,12.6313898258258,13,"DHF_add","m3h.ra","Nonthaburi"
-92.9737166908224,13.0951346817988,14,"DHF_add","m1h.rt","Nonthaburi"
-96.7342434496105,12.3981586717396,15,"DHF_add","m1h.ra","Nonthaburi"
-107.803901097876,13.3784378771074,16,"DHF_add","m3h","Nonthaburi"
-162.471042157756,15.5236209995294,17,"DHF_add","m1hQeT","Nonthaburi"
-174.365599635603,15.2788156624783,18,"DHF_add","m1h","Nonthaburi"
