"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m1h.rtaQeT","Phrae"
-18.6586735571838,9.04728104550446,2,"DHF_add","m3h.rt","Phrae"
-19.3455527563738,8.25214051247361,3,"DHF_add","m3h.rta","Phrae"
-35.1947591647599,11.1516710281573,4,"DHF_add","m3h.rATQeT","Phrae"
-39.401853871232,10.0280601594336,5,"DHF_add","m1h.rtQeT","Phrae"
-44.1423546220783,11.7073692416096,6,"DHF_add","m1h.rAT","Phrae"
-45.0517947443186,10.1847471131532,7,"DHF_add","m1h.raQeT","Phrae"
-50.2202299532599,10.2304838318301,8,"DHF_add","m3h.raQeT","Phrae"
-54.0507228552064,10.8647169968806,9,"DHF_add","m1h.rt","Phrae"
-78.1970773880656,11.9045598558253,10,"DHF_add","m3h","Phrae"
