"mean","lower","mid","upper","ESS","Rhat","var","ivar","converged","ess.thres"
165.49570401972,153.83196076054,162.851528189174,192.259536270694,5919.10354767874,1.00019719945169,"rmse",1,TRUE,300
-2234.32224794154,-2245.52086277159,-2234.0939735767,-2224.91029117356,6204.06514542041,0.999924837967053,"log_lik_sum",1,TRUE,300
