"mean","lower","upper","ESS","Rhat","var","ivar","converged","ess.thres","nwarm"
2.27563172952293,1.81890919459052,2.79034535768167,6798.25764306298,1.00016185595513,"omega",1,TRUE,300,3000
0.0316491302523157,0.00520908513318243,0.0712705353135482,6736.33188956678,1.00045456624474,"theta",1,TRUE,300,3000
0.110274987565329,0.0938088641736564,0.128667207049214,5857.21677791395,0.99974420322948,"lambda",1,TRUE,300,3000
0.0112998699968468,0.00640708782580238,0.0178493319943425,5784.82646145873,1.00020643358226,"lambda",2,TRUE,300,3000
0.0272999045499822,0.0179635947259463,0.0387859262267775,4874.60641748965,1.00010172592985,"lambda",3,TRUE,300,3000
0.0362961616278708,0.0252697243074268,0.0500430350665538,4961.13320440243,1.00068463468739,"lambda",4,TRUE,300,3000
0.0262732985824478,0.0179350370816259,0.0365097264497585,5011.76160381317,1.00026502486013,"lambda",5,TRUE,300,3000
0.0506696741850102,0.037763689764735,0.0658756605920939,4585.62088822112,0.999970869169208,"lambda",6,TRUE,300,3000
0.0364610276374328,0.0264059691434381,0.0485739123450509,4681.96629952316,1.00011830344784,"lambda",7,TRUE,300,3000
0.116728789495705,0.0920901011099299,0.145737568530886,3891.42402805722,1.00008221138872,"lambda",8,TRUE,300,3000
0.0181682396792114,0.0123920661580877,0.0254565550747242,4259.74620698705,1.00099869159719,"lambda",9,TRUE,300,3000
0.106435862346836,0.0824593133361184,0.13463507589899,3536.82874115319,1.00124583043926,"lambda",10,TRUE,300,3000
0.0386918614389327,0.0280227267712265,0.0515322430839121,3954.08390996325,1.00047125610878,"lambda",11,TRUE,300,3000
0.0107128127800569,0.00663799740686428,0.0158465414064655,5029.27214959369,1.00017066916535,"lambda",12,TRUE,300,3000
0.0122734601444498,0.00783441326207456,0.0179031713202746,4853.68396973849,1.00078955165479,"lambda",13,TRUE,300,3000
0.0186846348577249,0.0129023740024069,0.0258510008671314,4705.15114775549,1.00030696296805,"lambda",14,TRUE,300,3000
0.0133263417806052,0.00817827993027422,0.0201287075541014,4661.04532401971,1.00035573593062,"lambda",15,TRUE,300,3000
0.0482914980678473,0.0363146070441072,0.0624905317659266,4061.11428334542,1.00090068327552,"lambda",16,TRUE,300,3000
0.01012630060112,0.0064158707637141,0.0148203454637702,4681.29072339537,1.00006494859349,"lambda",17,TRUE,300,3000
0.0117045019674221,0.00761741935819203,0.0170588264851771,5260.97583065754,1.00048511679035,"lambda",18,TRUE,300,3000
0.0743891378334258,0.0585195564070947,0.0936261825931963,3608.35535062469,1.00021607390877,"lambda",19,TRUE,300,3000
0.00476947063713345,0.00266332707581345,0.00747401550305877,6054.56654408617,1.00004703958211,"lambda",20,TRUE,300,3000
0.00744506795731096,0.00471798623793996,0.0109664474151654,5197.46427248552,1.00030426158915,"lambda",21,TRUE,300,3000
0.0380919808748232,0.0290769407256765,0.0487575312355356,4176.0310584137,1.0002241920861,"lambda",22,TRUE,300,3000
0.0220543531546812,0.0160036092831917,0.0298046795970267,4431.72159080843,1.00063469106198,"lambda",23,TRUE,300,3000
0.00890749803214914,0.00579160855177572,0.0127365915404819,4786.94285474368,0.999735195922352,"lambda",24,TRUE,300,3000
0.00942842303853311,0.00629583709330984,0.0134641596229393,5066.66135850197,1.0003330022201,"lambda",25,TRUE,300,3000
0.02421530535577,0.0177106134297452,0.0323616688324249,4232.78921103802,1.00084381607724,"lambda",26,TRUE,300,3000
0.00963564784086903,0.00639703131650349,0.013702514854706,5281.82482098373,1.00015368749752,"lambda",27,TRUE,300,3000
0.0092234529506227,0.00621868615877677,0.0129612762262767,4846.31249283804,1.00047474071458,"lambda",28,TRUE,300,3000
0.0176946506831723,0.0130144023275368,0.0235321196683893,4392.08388922455,1.00041306243989,"lambda",29,TRUE,300,3000
0.00860089786700408,0.00572418041349612,0.0121688663603364,5305.61533799046,0.999926807134183,"lambda",30,TRUE,300,3000
0.0218103199998888,0.0163492726142226,0.028355210979377,4450.62386620626,0.999969139441346,"lambda",31,TRUE,300,3000
0.0136389403116403,0.00967285996535236,0.0183720435861338,4899.60524128272,1.00067399257644,"lambda",32,TRUE,300,3000
0.0122351252032531,0.00868661097590431,0.0167078321101852,5071.42308374209,1.00015114571734,"lambda",33,TRUE,300,3000
0.0167368415367547,0.0122916639016987,0.0221765252247375,4561.51176092116,1.00068258076561,"lambda",34,TRUE,300,3000
0.00363008506589839,0.00215754739456679,0.00554234316601059,5832.55800356556,1.0002597228921,"lambda",35,TRUE,300,3000
0.0184424714000345,0.0136748614501595,0.024378027891774,4526.61694422808,1.00094878758834,"lambda",36,TRUE,300,3000
0.00656776210721712,0.00434957442962157,0.00932577946581442,5824.39920167708,1.00050260266665,"lambda",37,TRUE,300,3000
0.00240090618057225,0.00126820043013347,0.00388234227744402,6646.90013737754,1.00012047154278,"lambda",38,TRUE,300,3000
0.0759057424564843,0.0539628901877752,0.104723320682437,4274.14577556675,0.999896866679014,"binnedPhiA",1,TRUE,300,3000
0.103806478217732,0.0790967363403653,0.135140821815293,3538.02189556822,1.00013056359025,"binnedPhiA",2,TRUE,300,3000
0.119418014059797,0.0898215291110148,0.154283116480146,3930.2752988916,0.999853696825945,"binnedPhiA",3,TRUE,300,3000
0.0827683577215038,0.0556540069007619,0.11210369228162,5612.16476416841,1.00081002040776,"binnedPhiA",4,TRUE,300,3000
0.00974480323371512,0.000267814557403202,0.0349204559540169,7079.87368933877,1.00055720203933,"binnedPhiA",5,TRUE,300,3000
0.132404316907933,0.0866089493662703,0.176193755811137,6299.89278119047,1.00002791744034,"binnedPhiA",6,TRUE,300,3000
0.0455437134511889,0.00191217643730797,0.132463027490273,6811.75114196175,0.999780572078563,"binnedPhiA",7,TRUE,300,3000
0.0716382574123973,0.00275913616551995,0.189908510600821,6924.47173213987,0.999668311207651,"binnedPhiA",8,TRUE,300,3000
0.238464153776623,0.0261499984356661,0.476952219940482,6790.74694394538,0.999639649711971,"binnedPhiA",9,TRUE,300,3000
0.154653569270684,0.00660833687787935,0.374930930244563,7156.17978244831,1.00041962646934,"binnedPhiA",10,TRUE,300,3000
0.299466213711544,0.0137630213001078,0.701767951935458,6869.82491108753,1.000104526354,"binnedPhiA",11,TRUE,300,3000
0.457061960770389,0.0364080286107551,0.935477866951939,7343.17975857375,1.00042205922194,"binnedPhiA",12,TRUE,300,3000
0.51660283860908,0.0408850732360208,0.967754620732849,7655.24865397018,1.00046805810156,"binnedPhiA",13,TRUE,300,3000
0.673565015981557,0.0998690216357405,0.989835822056534,7344.91660331772,0.999760714590849,"binnedPhiA",14,TRUE,300,3000
0.849396315624949,0.514249128761191,0.995459009972366,7148.7504940142,0.999936068606712,"binnedPhiA",15,TRUE,300,3000
0.94200966856464,0.797164619879503,0.998488407297654,7028.28210295475,0.999907342856159,"binnedPhiA",16,TRUE,300,3000
0.140004304689306,0.0813479836812894,0.218514469919982,7112.60835074719,1.00034034804628,"binnedQe",1,TRUE,300,3000
0.962101313975744,0.8665059273536,0.999109186869704,7201.90923853378,1.0004454084381,"binnedQe",2,TRUE,300,3000
0.129658717863686,0.00859871076397182,0.316372227079924,4692.50809962442,1.00027491425922,"binnedQe",3,TRUE,300,3000
0.13856212208659,0.0685874191089526,0.247709942629099,7066.66480650515,0.999651573798057,"binnedQe",4,TRUE,300,3000
