"t","ag"
1,8
1,11
1,12
1,13
1,16
2,11
2,12
2,13
2,14
2,15
2,16
2,17
3,13
3,14
5,13
6,13
7,5
7,9
26,2
27,2
27,4
27,7
28,1
28,9
28,10
28,11
28,12
29,2
29,4
29,6
30,4
30,11
31,1
31,6
32,2
32,6
32,7
32,10
33,1
33,2
33,4
34,1
34,2
35,2
36,1
36,2
36,4
37,1
37,2
37,17
