"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","SamutPrakan"
-14.7868744556115,7.70236608095626,1,"DHF_add","m3h.raQeT","SamutPrakan"
-23.9673968291107,7.74641561352351,2,"DHF_add","m3h.rATQeT","SamutPrakan"
-24.277307732006,8.06346074061042,3,"DHF_add","m3h.rAT","SamutPrakan"
-32.3900600687515,8.17661568310883,4,"DHF_add","m3h.rtQeT","SamutPrakan"
-34.5781124034285,8.23541385066483,5,"DHF_add","m1h.rtaQeT","SamutPrakan"
-45.5009269791592,12.7620178381212,6,"DHF_add","m3h.rta","SamutPrakan"
-55.8936566773633,9.78115034769115,7,"DHF_add","m1h.rATQeT","SamutPrakan"
-57.6387115021855,8.28370513483757,8,"DHF_add","m1h.raQeT","SamutPrakan"
-86.2908370595615,14.3074559106993,9,"DHF_add","m3h.rt","SamutPrakan"
-104.175347722112,15.2459266979463,10,"DHF_add","m1h.rta","SamutPrakan"
-115.119091816341,14.3834183836487,11,"DHF_add","m1h.rtQeT","SamutPrakan"
-137.357846400183,15.3430390329564,12,"DHF_add","m3h.ra","SamutPrakan"
-160.409534344862,15.2636435183334,13,"DHF_add","m1hQeT","SamutPrakan"
-161.75452302663,16.341801050295,14,"DHF_add","m1h.ra","SamutPrakan"
-185.825727039761,17.7234641108697,15,"DHF_add","m3h","SamutPrakan"
-249.044941138678,19.4812108654962,16,"DHF_add","m1h.rt","SamutPrakan"
-332.556568899922,21.5577131301576,17,"DHF_add","m1h","SamutPrakan"
