"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtQeT","ChiangMai"
-0.145820524680323,4.80155562403026,1,"DHF_add","m3h.rtaQeT","ChiangMai"
-7.10059263936326,11.165336009108,1,"DHF_add","m3h.rATQeT","ChiangMai"
-9.98149077941337,7.51944962056121,1,"DHF_add","m3h.rta","ChiangMai"
-11.5382807811318,11.0813125508695,1,"DHF_add","m3h.rAT","ChiangMai"
-13.0849032819177,6.74112185196245,1,"DHF_add","m3h.rt","ChiangMai"
-14.481293799484,6.85514819387723,2,"DHF_add","m1h.rta","ChiangMai"
-21.6397582366886,8.6252159680668,3,"DHF_add","m1h.ra","ChiangMai"
-21.8202313719972,5.98919683696114,4,"DHF_add","m1h.rtaQeT","ChiangMai"
-26.25617417469,9.12680161665943,5,"DHF_add","m3h.ra","ChiangMai"
-27.1843930259901,7.70364698159883,6,"DHF_add","m3h.raQeT","ChiangMai"
-27.2210470041509,8.37983217869696,7,"DHF_add","m1h.raQeT","ChiangMai"
-33.575035268515,12.154164838629,8,"DHF_add","m1h.rATQeT","ChiangMai"
-38.8769992358774,12.1039578475058,9,"DHF_add","m1h.rAT","ChiangMai"
-55.8030744345264,11.2375468159511,10,"DHF_add","m3hQeT","ChiangMai"
-56.7757033728341,12.5436594020103,11,"DHF_add","m1h.rt","ChiangMai"
-58.7723172986245,11.2842981444814,12,"DHF_add","m1h.rtQeT","ChiangMai"
-60.3844437635147,12.0792207915682,13,"DHF_add","m3h","ChiangMai"
-98.2872308691796,17.1830772337147,14,"DHF_add","m1hQeT","ChiangMai"
-129.190515311483,15.0967798483723,15,"DHF_add","m1h","ChiangMai"
