"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","UthaiThani"
-8.20504933284999,7.02642310278241,1,"DHF_add","m3h.rtQeT","UthaiThani"
-16.3330464613888,7.28704795628176,2,"DHF_add","m3h.rATQeT","UthaiThani"
-17.0823651608373,8.05202930487681,3,"DHF_add","m3h.rAT","UthaiThani"
-21.2513223527264,8.0766189570506,4,"DHF_add","m3h.rta","UthaiThani"
-26.5163132033785,6.75328852323336,5,"DHF_add","m3h.raQeT","UthaiThani"
-31.3144060861497,7.89443236771122,6,"DHF_add","m1h.raQeT","UthaiThani"
-32.5138113442646,8.38429752658672,7,"DHF_add","m1h.rtaQeT","UthaiThani"
-32.7053044010579,9.91825995049987,8,"DHF_add","m3h.rt","UthaiThani"
-40.4346152390436,10.7126705279239,9,"DHF_add","m1h.rta","UthaiThani"
-45.8497779880312,10.4913820022436,10,"DHF_add","m1h.rATQeT","UthaiThani"
-47.7959604134838,10.8877933990773,11,"DHF_add","m1h.rAT","UthaiThani"
-58.0536705458873,10.4273626439153,12,"DHF_add","m3h.ra","UthaiThani"
-65.7744651581118,11.6018381372604,13,"DHF_add","m1h.ra","UthaiThani"
-83.6088586139756,12.5799433510577,14,"DHF_add","m3h","UthaiThani"
-91.3081508790214,13.625766251041,15,"DHF_add","m1h.rtQeT","UthaiThani"
-141.167235730128,15.5174630437377,16,"DHF_add","m1hQeT","UthaiThani"
-148.088456279781,16.8386313711631,17,"DHF_add","m1h.rt","UthaiThani"
-175.93890599804,17.2718058793262,18,"DHF_add","m1h","UthaiThani"
-359.578123060463,27.5234514458953,19,"DHF_add","m3hQeT","UthaiThani"
