"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","Nan"
-1.70282649720075,5.29063456116814,1,"DHF_add","m3h.rtQeT","Nan"
-10.0436352260483,5.90239090254516,1,"DHF_add","m3h.rta","Nan"
-14.1991958323375,7.22000335929345,1,"DHF_add","m3h.rt","Nan"
-43.6890538786466,7.27038947857566,2,"DHF_add","m1h.rtaQeT","Nan"
-48.2925773900795,8.38171376955779,3,"DHF_add","m1h.rta","Nan"
-52.6095964770391,9.75014288519503,4,"DHF_add","m3h.ra","Nan"
-52.7251424969153,9.86148799963172,5,"DHF_add","m1h.rtQeT","Nan"
-55.4922792874175,8.76055500771861,6,"DHF_add","m3hQeT","Nan"
-56.8745878793304,9.11406376061856,7,"DHF_add","m1h.ra","Nan"
-57.3240589351229,10.547775242741,8,"DHF_add","m1h.rt","Nan"
-57.6878298079745,8.54962292755241,9,"DHF_add","m1h.raQeT","Nan"
-59.9970000383603,9.92219424730766,10,"DHF_add","m1h.rAT","Nan"
-61.7460132835316,9.72884373126758,11,"DHF_add","m1h.rATQeT","Nan"
-64.6416803934743,9.50642353019381,12,"DHF_add","m3h","Nan"
-87.9792178840898,10.8220165500507,13,"DHF_add","m1h","Nan"
