"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","SakonNakhon"
-17.5542488657275,8.25292248442348,2,"DHF_add","m3h.rta","SakonNakhon"
-49.5533141500235,11.6962015767469,3,"DHF_add","m3h.raQeT","SakonNakhon"
-55.8390565852352,9.83224738091526,4,"DHF_add","m3h.rtQeT","SakonNakhon"
-58.0859145281323,10.6840664545882,5,"DHF_add","m1h.rtaQeT","SakonNakhon"
-59.3812617076261,11.5894033071371,6,"DHF_add","m1h.rta","SakonNakhon"
-61.5428256096556,11.9106420448945,7,"DHF_add","m3h.rATQeT","SakonNakhon"
-66.6331970429796,11.7474908873783,8,"DHF_add","m3h.rt","SakonNakhon"
-67.3090162830099,13.0088499308276,9,"DHF_add","m3h.ra","SakonNakhon"
-75.2081280462222,12.6718555715432,10,"DHF_add","m3h.rAT","SakonNakhon"
-80.61799671357,12.6670236163456,11,"DHF_add","m1h.raQeT","SakonNakhon"
-93.3693949839156,13.6999738451252,12,"DHF_add","m1h.ra","SakonNakhon"
-102.016684038278,14.2134003002929,13,"DHF_add","m3h","SakonNakhon"
-106.832400314622,15.4393625189361,14,"DHF_add","m3hQeT","SakonNakhon"
-129.737094078162,14.1448417595105,15,"DHF_add","m1h.rATQeT","SakonNakhon"
-134.429247927951,14.1402296963917,16,"DHF_add","m1h.rAT","SakonNakhon"
-248.934549361834,18.4152268980463,17,"DHF_add","m1h.rtQeT","SakonNakhon"
-297.477204695328,19.9326400028098,18,"DHF_add","m1h.rt","SakonNakhon"
-304.516812000651,19.8355571168548,19,"DHF_add","m1h","SakonNakhon"
