"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","Trang"
-4.25298603241144,6.09140962472961,1,"DHF_add","m3h.rtQeT","Trang"
-14.080880823373,6.56852697714494,2,"DHF_add","m1h.rtaQeT","Trang"
-26.0927284589437,7.8737583633218,3,"DHF_add","m3h.rta","Trang"
-29.0622781618013,8.88763362599081,4,"DHF_add","m3h.rt","Trang"
-40.2282648889042,9.28179181290708,5,"DHF_add","m1h.rta","Trang"
-52.4115749310557,11.7415631583294,6,"DHF_add","m3h.rAT","Trang"
-53.9090503938678,12.0769098591054,7,"DHF_add","m3h.rATQeT","Trang"
-56.6178163794041,11.4211676427057,8,"DHF_add","m3h.raQeT","Trang"
-62.9564502122825,10.8372507488876,9,"DHF_add","m1h.raQeT","Trang"
-71.2993725695197,13.8741646303478,10,"DHF_add","m1h.rtQeT","Trang"
-76.1597749549497,13.1689756306974,11,"DHF_add","m1h.rAT","Trang"
-79.167181965062,13.3224190258078,12,"DHF_add","m1h.rATQeT","Trang"
-92.5128538823139,12.9686957299059,13,"DHF_add","m3hQeT","Trang"
-99.8313325871185,13.6678130182031,14,"DHF_add","m3h.ra","Trang"
-110.127177954066,13.3733031425675,15,"DHF_add","m1h.ra","Trang"
-116.298547681861,14.1974017150602,16,"DHF_add","m3h","Trang"
-118.38326941069,16.0063336576901,17,"DHF_add","m1h.rt","Trang"
-164.028716695224,18.5705669923076,18,"DHF_add","m1hQeT","Trang"
-224.913892279942,18.5275638612222,19,"DHF_add","m1h","Trang"
