"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","Chaiyaphum"
-20.0856541961903,7.83582779021213,2,"DHF_add","m3h.rta","Chaiyaphum"
-42.0370439229912,10.0351749848073,3,"DHF_add","m3h.raQeT","Chaiyaphum"
-45.1257614525185,11.0381416042513,4,"DHF_add","m3h.rATQeT","Chaiyaphum"
-52.4072918799475,11.0968323365002,5,"DHF_add","m1h.rtaQeT","Chaiyaphum"
-53.0023320384527,11.7063501821772,6,"DHF_add","m3h.rAT","Chaiyaphum"
-55.647834035218,9.57055195957576,7,"DHF_add","m3h.rtQeT","Chaiyaphum"
-57.874673358994,12.1019664100995,8,"DHF_add","m3hQeT","Chaiyaphum"
-64.6153375650201,12.7450848036281,9,"DHF_add","m1h.rta","Chaiyaphum"
-75.9897070324162,13.1135321767269,10,"DHF_add","m3h.rt","Chaiyaphum"
-78.926669404394,13.5779254131495,11,"DHF_add","m3h.ra","Chaiyaphum"
-80.9519461449103,13.3970597002497,12,"DHF_add","m1h.raQeT","Chaiyaphum"
-102.102440865482,15.564923428579,13,"DHF_add","m1h.ra","Chaiyaphum"
-130.134825821683,17.3313973460391,14,"DHF_add","m3h","Chaiyaphum"
-134.065431488935,16.4450052173086,15,"DHF_add","m1h.rATQeT","Chaiyaphum"
-143.158522530704,16.459706286485,16,"DHF_add","m1h.rAT","Chaiyaphum"
-288.594108031282,20.4876916642937,17,"DHF_add","m1h.rtQeT","Chaiyaphum"
-342.329652377015,23.1983206777142,18,"DHF_add","m1h.rt","Chaiyaphum"
-355.475539490492,23.6924606878813,19,"DHF_add","m1h","Chaiyaphum"
