"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","Krabi"
-6.15533710786237,6.39657295138403,1,"DHF_add","m3h.rtQeT","Krabi"
-6.32723924407188,5.08138646133344,1,"DHF_add","m3h.rta","Krabi"
-11.2538338580392,7.28193386834275,1,"DHF_add","m3h.rt","Krabi"
-12.4182021264113,7.17532742268604,1,"DHF_add","m1h.rtaQeT","Krabi"
-18.383765207318,7.87469347459529,2,"DHF_add","m1h.rta","Krabi"
-23.2905267514836,9.33559503366036,3,"DHF_add","m3h.rATQeT","Krabi"
-27.2064231335891,9.36019992967735,4,"DHF_add","m3h.rAT","Krabi"
-45.9261892320993,8.86186511783431,5,"DHF_add","m3h.raQeT","Krabi"
-56.168197211774,11.8432527026534,6,"DHF_add","m1h.rATQeT","Krabi"
-61.6414337628334,9.8448845873266,7,"DHF_add","m3h.ra","Krabi"
-61.9716553723027,13.1378217310778,8,"DHF_add","m1h.rtQeT","Krabi"
-65.1733930997902,11.7477277910618,9,"DHF_add","m1h.rAT","Krabi"
-67.4287383268666,9.62944744465089,10,"DHF_add","m1h.raQeT","Krabi"
-67.9716858665483,10.3247836344669,11,"DHF_add","m1h.ra","Krabi"
-72.7224078876759,10.8648238850024,12,"DHF_add","m3h","Krabi"
-98.1573152206488,12.5143714860235,13,"DHF_add","m3hQeT","Krabi"
-101.050595536815,14.6489088108275,14,"DHF_add","m1h.rt","Krabi"
-183.821403969007,16.5830660978438,15,"DHF_add","m1h","Krabi"
