"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","LopBuri"
-16.6216563427053,7.04471123081178,2,"DHF_add","m3h.rATQeT","LopBuri"
-21.0818576913759,7.47715839008951,3,"DHF_add","m3h.raQeT","LopBuri"
-25.9189134958391,7.19948470562402,4,"DHF_add","m3h.rAT","LopBuri"
-29.1418918989578,9.07184766352716,5,"DHF_add","m1h.rtaQeT","LopBuri"
-33.4418449865386,9.28498595427729,6,"DHF_add","m3h.rta","LopBuri"
-39.9821563585963,8.95106485947979,7,"DHF_add","m3h.rtQeT","LopBuri"
-44.7376659194433,9.57241241128925,8,"DHF_add","m1h.raQeT","LopBuri"
-49.7971451683787,10.8984030261929,9,"DHF_add","m3hQeT","LopBuri"
-57.3029416601049,11.1361373698224,10,"DHF_add","m1h.rATQeT","LopBuri"
-69.7300664635455,11.6043686656726,11,"DHF_add","m1h.rAT","LopBuri"
-75.1746259275559,12.7860590501562,12,"DHF_add","m1h.rta","LopBuri"
-80.3925730272221,12.4540073887438,13,"DHF_add","m3h.rt","LopBuri"
-95.1935076854214,14.1751402490106,14,"DHF_add","m3h.ra","LopBuri"
-121.868989996707,15.5652476607133,15,"DHF_add","m1h.ra","LopBuri"
-203.561286838817,21.6011181888855,16,"DHF_add","m1h.rtQeT","LopBuri"
-258.280565761334,25.2426592418673,17,"DHF_add","m1hQeT","LopBuri"
-306.355071445527,26.1750112591993,18,"DHF_add","m1h.rt","LopBuri"
-329.771101267744,26.8068918449773,19,"DHF_add","m1h","LopBuri"
