"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","SuratThani"
-20.1270813424967,8.86146553393739,2,"DHF_add","m3h.rtQeT","SuratThani"
-22.6634483205821,9.79079681881296,3,"DHF_add","m3h.rta","SuratThani"
-23.8363537178571,8.71005464779413,4,"DHF_add","m3h.rAT","SuratThani"
-28.3482452128904,9.21566442660852,5,"DHF_add","m3h.rATQeT","SuratThani"
-30.7503333044279,9.01343662338639,6,"DHF_add","m3h.raQeT","SuratThani"
-31.6980189943889,9.67692181443182,7,"DHF_add","m1h.rtaQeT","SuratThani"
-31.8111941898474,10.3899858983913,8,"DHF_add","m3hQeT","SuratThani"
-37.3471594953594,11.3884063956407,9,"DHF_add","m3h.rt","SuratThani"
-42.9281945477663,11.8517490638585,10,"DHF_add","m1h.rta","SuratThani"
-50.9971250269534,10.8098576311846,11,"DHF_add","m1h.raQeT","SuratThani"
-56.052708164735,11.0875555473015,12,"DHF_add","m1h.rAT","SuratThani"
-70.5013227688842,11.3896100518464,13,"DHF_add","m1h.rATQeT","SuratThani"
-91.9895479912348,14.2662183226769,14,"DHF_add","m3h.ra","SuratThani"
-99.2611132330736,14.5597509481513,15,"DHF_add","m3h","SuratThani"
-101.464413583282,14.2805507121311,16,"DHF_add","m1h.ra","SuratThani"
-143.431763620316,17.3228439193935,17,"DHF_add","m1h.rtQeT","SuratThani"
-166.351401823553,16.97428119415,18,"DHF_add","m1h.rt","SuratThani"
-170.507469566027,17.4431190088524,19,"DHF_add","m1hQeT","SuratThani"
-224.146502362485,18.5049897076396,20,"DHF_add","m1h","SuratThani"
