"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","Sukhothai"
-12.8067385021732,7.39955831955172,1,"DHF_add","m3h.rta","Sukhothai"
-13.7536748171954,7.16568820426767,1,"DHF_add","m3h.rAT","Sukhothai"
-14.8294336439308,6.62632893387198,2,"DHF_add","m3h.rtQeT","Sukhothai"
-15.7662436159994,6.06124461149234,3,"DHF_add","m3h.raQeT","Sukhothai"
-17.3315088001244,6.85270157352812,4,"DHF_add","m3h.rATQeT","Sukhothai"
-24.7562485502824,9.01595192285088,5,"DHF_add","m3h.rt","Sukhothai"
-28.7523355541718,9.49969805898835,6,"DHF_add","m1h.rtaQeT","Sukhothai"
-34.4912919940953,10.0300333549296,7,"DHF_add","m1h.rta","Sukhothai"
-38.8108954338447,10.7720624797181,8,"DHF_add","m3hQeT","Sukhothai"
-47.7824636661236,9.85419615026525,9,"DHF_add","m1h.raQeT","Sukhothai"
-54.601248141792,10.5858325033893,10,"DHF_add","m3h.ra","Sukhothai"
-61.4890858248825,10.630918191706,11,"DHF_add","m1h.ra","Sukhothai"
-66.6900791486751,11.9453182632622,12,"DHF_add","m1h.rAT","Sukhothai"
-67.520579873795,12.0365680104532,13,"DHF_add","m1h.rATQeT","Sukhothai"
-74.475913789394,12.134015111248,14,"DHF_add","m3h","Sukhothai"
-186.382894372419,15.9337550766596,15,"DHF_add","m1h.rtQeT","Sukhothai"
-225.331219632111,17.5258043194264,16,"DHF_add","m1h.rt","Sukhothai"
-237.502403971648,17.5242430530219,17,"DHF_add","m1h","Sukhothai"
