"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","Tak"
-4.43610936034072,5.85218653019704,1,"DHF_add","m3h.rta","Tak"
-18.4402629539601,8.13638397840969,2,"DHF_add","m1h.rtaQeT","Tak"
-19.1686389563422,7.94229899257303,3,"DHF_add","m3h.rtQeT","Tak"
-24.2158538867091,8.93887360880869,4,"DHF_add","m3h.rAT","Tak"
-25.0050039969987,10.0261119841478,5,"DHF_add","m1h.rta","Tak"
-26.7382884776214,9.56574629046388,6,"DHF_add","m3h.rt","Tak"
-27.4368914489821,9.29431137817177,7,"DHF_add","m3h.rATQeT","Tak"
-32.0207012810826,9.52722880591726,8,"DHF_add","m3h.raQeT","Tak"
-37.4460915915088,9.41366355436015,9,"DHF_add","m1h.raQeT","Tak"
-38.7592880645001,9.25659606878714,10,"DHF_add","m3h.ra","Tak"
-45.6746042150403,10.6786410217234,11,"DHF_add","m1h.rATQeT","Tak"
-45.973966298378,10.4759736049756,12,"DHF_add","m1h.rAT","Tak"
-52.0888864532692,11.4158681991962,13,"DHF_add","m1h.ra","Tak"
-65.9480786107759,11.3710872240617,14,"DHF_add","m3hQeT","Tak"
-139.420943532521,16.3900874030317,15,"DHF_add","m1h.rtQeT","Tak"
-230.097295014138,19.7705728436505,16,"DHF_add","m1h.rt","Tak"
-266.360675690402,20.8093496263252,17,"DHF_add","m1h","Tak"
