"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","SuphanBuri"
-9.60666384640081,7.87509435169952,1,"DHF_add","m1h.rtaQeT","SuphanBuri"
-16.0398073486941,7.75788474624911,2,"DHF_add","m3h.rtQeT","SuphanBuri"
-29.4298281164959,10.9447351850805,3,"DHF_add","m3h.rta","SuphanBuri"
-34.8554370634202,7.90795750074224,4,"DHF_add","m3h.rATQeT","SuphanBuri"
-35.4375674237562,7.03929342537366,5,"DHF_add","m3h.raQeT","SuphanBuri"
-43.4585746810636,8.92082665768305,6,"DHF_add","m1h.raQeT","SuphanBuri"
-46.8107189835405,9.71568496556462,7,"DHF_add","m3h.rAT","SuphanBuri"
-50.1829492228454,10.5276561967222,8,"DHF_add","m1h.rATQeT","SuphanBuri"
-50.9502989647834,12.6370992165918,9,"DHF_add","m3h.rt","SuphanBuri"
-54.4674609889511,13.088295809918,10,"DHF_add","m1h.rta","SuphanBuri"
-66.0747437189823,12.2446619860427,11,"DHF_add","m1h.rAT","SuphanBuri"
-77.0687735186369,12.3965160690614,12,"DHF_add","m3h.ra","SuphanBuri"
-98.7490030616093,13.9217451720909,13,"DHF_add","m1h.ra","SuphanBuri"
-132.232482616492,15.4026022228401,14,"DHF_add","m3h","SuphanBuri"
-173.959377603849,16.1423165455975,15,"DHF_add","m1h.rtQeT","SuphanBuri"
-245.514272526753,18.7939954189439,16,"DHF_add","m1hQeT","SuphanBuri"
-286.125405053062,19.5632387297099,17,"DHF_add","m1h.rt","SuphanBuri"
-323.394534532737,20.4601626835476,18,"DHF_add","m1h","SuphanBuri"
