"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","PhraNakhonSiAyutthaya"
-5.63233556612818,6.49912777273732,1,"DHF_add","m3h.rta","PhraNakhonSiAyutthaya"
-9.0446737606633,7.53957779086945,1,"DHF_add","m1h.rtaQeT","PhraNakhonSiAyutthaya"
-9.1821566714925,6.56125555764495,1,"DHF_add","m3h.rtQeT","PhraNakhonSiAyutthaya"
-19.3475573380459,8.57908090848711,2,"DHF_add","m3h.rATQeT","PhraNakhonSiAyutthaya"
-20.4865896217537,8.51471767278665,3,"DHF_add","m3h.rAT","PhraNakhonSiAyutthaya"
-20.5907114388101,5.67542939763154,4,"DHF_add","m3h.raQeT","PhraNakhonSiAyutthaya"
-26.5989532367553,8.20265691622138,5,"DHF_add","m1h.raQeT","PhraNakhonSiAyutthaya"
-34.5214318862319,11.1018087969631,6,"DHF_add","m1h.rta","PhraNakhonSiAyutthaya"
-35.4845965945344,8.9897371803561,7,"DHF_add","m3hQeT","PhraNakhonSiAyutthaya"
-37.3373491661487,11.0996740792032,8,"DHF_add","m1h.rATQeT","PhraNakhonSiAyutthaya"
-45.1921349949822,11.5029349526302,9,"DHF_add","m1h.rAT","PhraNakhonSiAyutthaya"
-53.7539902579497,11.1893531603882,10,"DHF_add","m3h.ra","PhraNakhonSiAyutthaya"
-77.1915954449454,13.5693873944202,11,"DHF_add","m1h.ra","PhraNakhonSiAyutthaya"
-132.588331991462,15.3399519763187,12,"DHF_add","m1h.rtQeT","PhraNakhonSiAyutthaya"
-186.891526536067,17.6019493083041,13,"DHF_add","m1hQeT","PhraNakhonSiAyutthaya"
-226.275803014326,18.8091212976864,14,"DHF_add","m1h.rt","PhraNakhonSiAyutthaya"
-259.823105347825,20.2088999375825,15,"DHF_add","m1h","PhraNakhonSiAyutthaya"
