"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","ChonBuri"
-31.5076152938444,6.84898901707263,2,"DHF_add","m3h.raQeT","ChonBuri"
-34.8015688953464,8.93422174171032,3,"DHF_add","m3h.rAT","ChonBuri"
-34.9199985710846,8.77330705087022,4,"DHF_add","m1h.rtaQeT","ChonBuri"
-35.5084018172494,8.16754498476012,5,"DHF_add","m3h.rATQeT","ChonBuri"
-36.2183292486952,9.78895882674595,6,"DHF_add","m3h.rtQeT","ChonBuri"
-40.0462562531313,9.82981974606822,7,"DHF_add","m3h.rta","ChonBuri"
-51.4029125565571,10.221282504749,8,"DHF_add","m3hQeT","ChonBuri"
-56.4882283879395,9.32911499425352,9,"DHF_add","m1h.raQeT","ChonBuri"
-71.9625033638955,12.2352575227481,10,"DHF_add","m1h.rATQeT","ChonBuri"
-77.0953488555952,12.5194040257423,11,"DHF_add","m1h.rAT","ChonBuri"
-88.3737238231588,14.0628063910476,12,"DHF_add","m3h.rt","ChonBuri"
-104.036776447936,13.977824540054,13,"DHF_add","m1h.rta","ChonBuri"
-120.98190824607,13.2008661396064,14,"DHF_add","m3h.ra","ChonBuri"
-167.056134287386,15.4864547963259,15,"DHF_add","m1h.ra","ChonBuri"
-188.167412127255,16.2223097076168,16,"DHF_add","m3h","ChonBuri"
-196.853265227792,17.465148992904,17,"DHF_add","m1h.rtQeT","ChonBuri"
-258.816221888421,19.3561145418368,18,"DHF_add","m1hQeT","ChonBuri"
-332.479295613352,20.3442566823079,19,"DHF_add","m1h.rt","ChonBuri"
-379.956210774113,21.7360108602156,20,"DHF_add","m1h","ChonBuri"
