"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","NakhonPhanom"
-15.5052794562898,11.7878257906633,1,"DHF_add","m3h.rta","NakhonPhanom"
-19.074557907035,9.23237242999384,2,"DHF_add","m1h.rtaQeT","NakhonPhanom"
-20.0590839931696,8.17843058866461,3,"DHF_add","m3h.rtQeT","NakhonPhanom"
-28.9590879938075,9.12136551547145,4,"DHF_add","m3h.raQeT","NakhonPhanom"
-29.512031790864,8.93947459088161,5,"DHF_add","m3h.rATQeT","NakhonPhanom"
-36.4144454200606,9.54359822378165,6,"DHF_add","m3h.rAT","NakhonPhanom"
-38.8337828511067,10.5855264123447,7,"DHF_add","m1h.raQeT","NakhonPhanom"
-47.0165075436023,10.7135824977182,8,"DHF_add","m3hQeT","NakhonPhanom"
-49.4841885244592,14.0995335751048,9,"DHF_add","m1h.rta","NakhonPhanom"
-57.7472543514135,14.6166609138542,10,"DHF_add","m3h.rt","NakhonPhanom"
-62.0940083725761,10.9941323868842,11,"DHF_add","m1h.rATQeT","NakhonPhanom"
-71.7617672758397,11.3452018643716,12,"DHF_add","m1h.rAT","NakhonPhanom"
-88.2531379303364,14.630899705806,13,"DHF_add","m3h.ra","NakhonPhanom"
-99.3098288613197,13.6989640181526,14,"DHF_add","m1h.ra","NakhonPhanom"
-128.581204148862,15.2608959718528,15,"DHF_add","m3h","NakhonPhanom"
-194.917630344305,16.0318668751161,16,"DHF_add","m1h.rtQeT","NakhonPhanom"
-255.906403302475,17.8921941010275,17,"DHF_add","m1h.rt","NakhonPhanom"
-274.689683741231,19.0225629586683,18,"DHF_add","m1h","NakhonPhanom"
