"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtQeT","Pattani"
-0.0305592217302681,5.44286636560129,1,"DHF_add","m3h.rtaQeT","Pattani"
-7.67785396686668,7.6093224196046,1,"DHF_add","m1h.rtaQeT","Pattani"
-13.8097238680692,7.06145840897654,1,"DHF_add","m3h.rta","Pattani"
-14.0730911060637,6.059584745237,2,"DHF_add","m3h.rt","Pattani"
-14.1105014063165,9.53101763478591,2,"DHF_add","m3h.rATQeT","Pattani"
-18.2838064694719,9.29272474103669,2,"DHF_add","m3h.rAT","Pattani"
-24.9060242089712,7.69882216402063,3,"DHF_add","m1h.rta","Pattani"
-29.0250307570588,11.6632918597433,4,"DHF_add","m1h.rATQeT","Pattani"
-33.4305242548889,9.48337919464107,5,"DHF_add","m1h.raQeT","Pattani"
-39.0769549046083,9.62478249048211,6,"DHF_add","m3h.raQeT","Pattani"
-53.0130933021375,10.3807046435623,7,"DHF_add","m3h.ra","Pattani"
-73.5558361917438,11.2692877563737,8,"DHF_add","m3h","Pattani"
-75.6931598055997,12.23031313133,9,"DHF_add","m1h.ra","Pattani"
-81.3664230046675,15.4711886522681,10,"DHF_add","m1h.rtQeT","Pattani"
-154.333653732359,17.8005123221909,11,"DHF_add","m1h.rt","Pattani"
-175.46786580824,22.1542276172284,12,"DHF_add","m1hQeT","Pattani"
-241.982465607247,19.9112165108716,13,"DHF_add","m1h","Pattani"
-506.616238509679,32.4590605457226,14,"DHF_add","m3hQeT","Pattani"
