"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","Chachoengsao"
-4.26456160724049,6.6080912067885,1,"DHF_add","m3h.rtQeT","Chachoengsao"
-14.482752373871,8.19390700688929,1,"DHF_add","m3h.rATQeT","Chachoengsao"
-18.7380100612261,7.40359674831555,2,"DHF_add","m1h.rtaQeT","Chachoengsao"
-24.0783194236553,8.32150117652507,3,"DHF_add","m3h.rAT","Chachoengsao"
-24.345503970842,7.38530086843946,4,"DHF_add","m3h.raQeT","Chachoengsao"
-33.0848206706861,9.71721103746532,5,"DHF_add","m3h.rta","Chachoengsao"
-33.1326115215993,10.116095266015,6,"DHF_add","m3hQeT","Chachoengsao"
-36.1240734255873,11.5054827453506,7,"DHF_add","m1h.rATQeT","Chachoengsao"
-39.3812157461074,9.24601162470056,8,"DHF_add","m1h.raQeT","Chachoengsao"
-41.3990872182268,11.0502325644417,9,"DHF_add","m3h.rt","Chachoengsao"
-50.547930594019,11.3193092612936,10,"DHF_add","m1h.rAT","Chachoengsao"
-51.8406620336571,11.997090658383,11,"DHF_add","m1h.rta","Chachoengsao"
-100.890315230727,13.034595454305,12,"DHF_add","m3h.ra","Chachoengsao"
-120.640088695022,13.8064001749771,13,"DHF_add","m1h.ra","Chachoengsao"
-124.558612574251,13.8535187672382,14,"DHF_add","m1h.rtQeT","Chachoengsao"
-152.309946605632,15.1840191967889,15,"DHF_add","m3h","Chachoengsao"
-160.565189963439,15.3568729084416,16,"DHF_add","m1hQeT","Chachoengsao"
-205.796190426163,17.0725335025834,17,"DHF_add","m1h.rt","Chachoengsao"
-280.849718682596,18.6589609705028,18,"DHF_add","m1h","Chachoengsao"
