"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rta","Loei"
-1.88998050234587,4.5219039621415,1,"DHF_add","m3h.rtaQeT","Loei"
-31.0946833717827,8.45405824648111,2,"DHF_add","m3h.rtQeT","Loei"
-32.1672582957061,7.26026598020615,3,"DHF_add","m1h.rta","Loei"
-33.2500475889165,7.95611174152273,4,"DHF_add","m3h.rt","Loei"
-35.9313088231553,8.37614591918212,5,"DHF_add","m1h.rtaQeT","Loei"
-44.960122651508,8.567399811521,6,"DHF_add","m3h.ra","Loei"
-49.3551412687467,9.0734553721293,7,"DHF_add","m3h.raQeT","Loei"
-51.9233026576329,9.38239698069071,8,"DHF_add","m1h.raQeT","Loei"
-54.1826251541147,9.53290152247275,9,"DHF_add","m1h.ra","Loei"
-57.715028243188,9.82085697231044,10,"DHF_add","m3h.rAT","Loei"
-58.867493930459,9.83554640963759,11,"DHF_add","m3h.rATQeT","Loei"
-69.9140687439192,9.83960628341257,12,"DHF_add","m3h","Loei"
-87.1832374909671,11.5704559742565,13,"DHF_add","m1h.rAT","Loei"
-88.8016397089611,11.881161378877,14,"DHF_add","m1h.rATQeT","Loei"
-96.6084140908192,13.2632965451241,15,"DHF_add","m3hQeT","Loei"
-155.348762204915,15.241153178007,16,"DHF_add","m1h.rtQeT","Loei"
-188.515586293071,15.4767653239166,17,"DHF_add","m1h.rt","Loei"
-201.4096006225,15.7188820384978,18,"DHF_add","m1h","Loei"
