"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","SamutSongkhram"
-4.48502804239076,7.57779255342292,1,"DHF_add","m3h.rATQeT","SamutSongkhram"
-6.33713516932595,5.38500873377031,1,"DHF_add","m3h.rtQeT","SamutSongkhram"
-11.1096329175578,5.27923027913054,2,"DHF_add","m3h.raQeT","SamutSongkhram"
-11.5057502134429,6.54134473683972,2,"DHF_add","m1h.raQeT","SamutSongkhram"
-11.8856638322612,8.25306097024399,2,"DHF_add","m3h.rAT","SamutSongkhram"
-18.5114965809592,6.1289839759603,3,"DHF_add","m1h.rtaQeT","SamutSongkhram"
-21.2084036579588,8.27954452696448,4,"DHF_add","m3hQeT","SamutSongkhram"
-24.6158848445843,10.5065959352455,5,"DHF_add","m1h.rATQeT","SamutSongkhram"
-33.2072682585409,11.2067328896199,6,"DHF_add","m1h.rAT","SamutSongkhram"
-34.4557602508526,9.46019639357057,7,"DHF_add","m3h.rt","SamutSongkhram"
-36.0266512518564,9.29108954810024,8,"DHF_add","m3h.rta","SamutSongkhram"
-46.2216755876127,10.1534075473158,9,"DHF_add","m1h.rta","SamutSongkhram"
-58.4415729674956,10.6713501988074,10,"DHF_add","m3h.ra","SamutSongkhram"
-67.7497497855952,11.2494718946055,11,"DHF_add","m1h.ra","SamutSongkhram"
-73.998094952032,11.5112749875612,12,"DHF_add","m3h","SamutSongkhram"
-90.1077023309324,11.1656285232253,13,"DHF_add","m1h.rtQeT","SamutSongkhram"
-117.139549549324,14.4153914158609,14,"DHF_add","m1hQeT","SamutSongkhram"
-149.502655593515,14.5780403580878,15,"DHF_add","m1h.rt","SamutSongkhram"
-164.83441020853,15.6897532020475,16,"DHF_add","m1h","SamutSongkhram"
