"elpd_diff","se_diff","rank","dataver","model","province"
0,0,1,"DHF_add","m3h.rtaQeT","AngThong"
-10.9157589449853,5.4298604960775,2,"DHF_add","m3h.raQeT","AngThong"
-12.5722139387211,5.6313410596431,3,"DHF_add","m3h.rATQeT","AngThong"
-12.6091029831721,6.07135326239679,4,"DHF_add","m3h.rAT","AngThong"
-26.0485672431782,8.53376606372361,5,"DHF_add","m3h.rtQeT","AngThong"
-31.5206869945045,8.57024330654205,6,"DHF_add","m1h.raQeT","AngThong"
-31.7035623709779,7.70736232685468,7,"DHF_add","m3h.rta","AngThong"
-40.585481788272,9.76044649620602,8,"DHF_add","m1h.rtaQeT","AngThong"
-41.4662889351708,10.0974987872145,9,"DHF_add","m1h.rAT","AngThong"
-43.9771261064495,9.9980359410709,10,"DHF_add","m1h.rATQeT","AngThong"
-54.6113070248747,10.8136393823335,11,"DHF_add","m1h.rta","AngThong"
-55.1418436292444,10.2630606238719,12,"DHF_add","m3h.rt","AngThong"
-57.4647681012041,10.5382626750507,13,"DHF_add","m3h.ra","AngThong"
-72.7837101470081,12.1166996555473,14,"DHF_add","m1h.ra","AngThong"
-74.5212323719559,12.8257176946812,15,"DHF_add","m3hQeT","AngThong"
-105.819106830137,14.6580656102857,16,"DHF_add","m1h.rtQeT","AngThong"
-164.654550288579,16.2338351548316,17,"DHF_add","m1hQeT","AngThong"
-188.033822113377,17.8686866134589,18,"DHF_add","m1h.rt","AngThong"
-198.930420897862,18.2711182643826,19,"DHF_add","m1h","AngThong"
